team,Rider,Date of birth,rank_start,point_start,rank_end,point_end,Comments,Country
QST,KEISSE Iljo,21/12/1982,850.0,65.0,275.0,247.0,,BEL
QST,KITTEL Marcel,11/05/1988,20.0,1198.0,35.0,1038.0,,GER
QST,LAMPAERT Yves,10/04/1991,143.0,391.0,86.0,578.0,,BEL
QST,MARTIN Daniel,20/08/1986,30.0,993.0,15.0,1393.0,,IRL
QST,MARTINELLI Davide,31/05/1993,360.0,196.0,780.0,80.0,,ITA
QST,MAS NICOLAU Enric,07/01/1995,668.0,92.0,226.0,285.0,,ESP
QST,RICHEZE ARAQUISTAIN Maximiliano Ariel,07/03/1983,130.0,426.0,176.0,341.0,,ARG
QST,SABATINI Fabio,18/02/1985,675.0,90.0,963.0,55.0,,ITA
QST,SCHACHMANN Maximilian,09/01/1994,636.0,101.0,315.0,221.0,,GER
QST,SERRY Pieter,21/11/1988,243.0,276.0,592.0,117.0,,BEL
QST,STYBAR Zdenek,11/12/1985,58.0,736.0,106.0,503.0,,CZE
QST,TERPSTRA Niki,18/05/1984,52.0,764.0,140.0,417.0,,NED
QST,TRENTIN Matteo,02/08/1989,64.0,677.0,21.0,1297.0,,ITA
QST,VAKOC Petr,11/07/1992,54.0,757.0,129.0,439.0,,CZE
QST,VELITS Martin,21/02/1985,1242.0,30.0,1416.0,25.0,,SVK
QST,VERMOTE Julien,26/07/1989,230.0,285.0,306.0,226.0,,BEL
DDD,ANTON HERNANDEZ Igor,02/03/1983,326.0,215.0,469.0,153.0,,ESP
DDD,BERHANE Natnael Teweldemedhin,05/01/1991,430.0,164.0,756.0,84.0,,ERI
DDD,BOASSON HAGEN Edvald,17/05/1987,12.0,1348.0,28.0,1205.0,,NOR
DDD,CAVENDISH Mark,21/05/1985,16.0,1251.0,264.0,257.0,,GBR
DDD,CUMMINGS Stephen,19/03/1981,104.0,517.0,304.0,226.0,,GBR
DDD,DEBESAY Mekseb Abraha,16/06/1991,828.0,68.0,323.0,218.0,,ERI
DDD,DLAMINI Nicholas,12/08/1995,2263.0,7.0,1695.0,16.0,Trainee as from 28/07,RSA
DDD,DOUGALL Nicolas,21/11/1992,956.0,53.0,1375.0,27.0,,RSA
DDD,EISEL Bernhard,17/02/1981,1164.0,35.0,868.0,65.0,,AUT
DDD,EYOB Metkel,04/09/1993,957.0,53.0,1314.0,30.0,Trainee as from 3/08,ERI
DDD,FARRAR Tyler,02/06/1984,1030.0,45.0,1143.0,40.0,,USA
DDD,FRAILE MATARRANZ Omar,17/07/1990,426.0,165.0,257.0,263.0,,ESP
DDD,GEBREIGZABHIER Amanuel Werkilul,17/08/1994,863.0,64.0,721.0,91.0,Trainee as from 2/08,ERI
DDD,GIBBONS Ryan,13/08/1994,833.0,67.0,163.0,357.0,,RSA
DDD,HAAS Nathan,12/03/1989,204.0,315.0,98.0,533.0,,AUS
DDD,JANSE VAN RENSBURG Jacques,06/09/1987,1265.0,29.0,562.0,125.0,,RSA
DDD,JANSE VAN RENSBURG Reinardt,03/02/1989,165.0,357.0,222.0,290.0,,RSA
DDD,KING Benjamin,22/03/1989,593.0,110.0,1178.0,38.0,,USA
DDD,KUDUS Merhawi Gebremedhin,23/01/1994,300.0,234.0,188.0,328.0,,ERI
DDD,MORTON Lachlan,02/01/1992,225.0,291.0,326.0,217.0,,AUS
DDD,NIYONSHUTI Adrien,02/01/1987,998.0,48.0,1371.0,27.0,,RWA
DDD,O'CONNOR Ben,25/11/1995,545.0,124.0,401.0,178.0,,AUS
DDD,PAUWELS Serge,21/11/1983,223.0,291.0,231.0,279.0,,BEL
DDD,REGUIGUI Youcef,09/01/1990,745.0,79.0,863.0,66.0,,ALG
DDD,RENSHAW Mark,22/10/1982,276.0,248.0,1070.0,45.0,,AUS
DDD,SBARAGLI Kristian,08/05/1990,178.0,343.0,416.0,172.0,,ITA
DDD,TEKLEHAIMANOT Daniel Girmazion,10/11/1988,401.0,174.0,711.0,92.0,,ERI
DDD,THOMSON Jay Robert,12/04/1986,951.0,53.0,891.0,61.0,,RSA
DDD,THWAITES Scott,12/02/1990,196.0,322.0,391.0,182.0,,GBR
DDD,VAN ZYL Johann,02/02/1991,1125.0,38.0,1227.0,35.0,,RSA
DDD,VENTER Jaco,13/02/1987,495.0,141.0,805.0,76.0,,RSA
KAT,BELKOV Maxim,09/01/1985,670.0,91.0,754.0,84.0,,RUS
KAT,BIERMANS Jenthe,30/10/1995,1203.0,33.0,1089.0,45.0,,BEL
KAT,BYSTRØM Sven Erik,21/01/1992,432.0,164.0,418.0,172.0,,NOR
KAT,GONÇALVES Jose Isidro Maciel,13/02/1989,149.0,379.0,285.0,239.0,,POR
KAT,HALLER Marco,01/04/1991,542.0,125.0,792.0,78.0,,AUT
KAT,HAVIK Piotr,07/07/1994,1915.0,11.0,,,Trainee as from 28/07,NED
KAT,HOLLENSTEIN Reto,22/08/1985,152.0,377.0,448.0,159.0,,SUI
KAT,KISERLOVSKI Robert,09/08/1986,931.0,55.0,595.0,116.0,,CRO
KAT,KOCHETKOV Pavel,07/03/1986,297.0,235.0,1121.0,42.0,,RUS
KAT,KRISTOFF Alexander,05/07/1987,6.0,1961.0,5.0,1969.0,,NOR
KAT,KUZNETSOV Vyacheslav,24/06/1989,166.0,356.0,520.0,137.0,,RUS
KAT,LAMMERTINK Maurits,31/08/1990,162.0,365.0,292.0,235.0,,NED
KAT,LOSADA ALGUACIL Alberto,28/02/1982,714.0,83.0,934.0,57.0,,ESP
KAT,MACHADO Tiago Jose Pinto,18/10/1985,496.0,140.0,512.0,138.0,,POR
KAT,MAMYKIN Matvey,31/10/1994,353.0,199.0,861.0,67.0,,RUS
KAT,MARTIN Tony,23/04/1985,66.0,657.0,102.0,518.0,,GER
KAT,MATHIS Marco,07/04/1994,788.0,74.0,1087.0,45.0,,GER
KAT,MØRKØV CHRISTENSEN Michael,30/04/1985,457.0,156.0,652.0,104.0,,DEN
KAT,PLANCKAERT Baptiste,28/09/1988,27.0,1074.0,200.0,320.0,,BEL
KAT,POLITT Nils,06/03/1994,270.0,254.0,234.0,279.0,,GER
KAT,RESTREPO VALENCIA Jhonatan,28/11/1994,1008.0,48.0,291.0,236.0,,COL
KAT,SPILAK Simon,23/06/1986,212.0,301.0,82.0,602.0,,SLO
KAT,TAARAMÄE Rein,24/04/1987,197.0,321.0,404.0,175.0,,EST
KAT,VICIOSO ARCOS Angel,13/04/1977,447.0,158.0,1015.0,50.0,,ESP
KAT,WÜRTZ SCHMIDT Mads,31/03/1994,310.0,229.0,447.0,160.0,,DEN
KAT,ZABEL Rick,07/12/1993,484.0,146.0,241.0,274.0,,GER
KAT,ZAKARIN Ilnur,15/09/1989,40.0,867.0,23.0,1272.0,,RUS
TLJ,BATTAGLIN Enrico,17/11/1989,487.0,143.0,350.0,204.0,,ITA
TLJ,BENNETT George,07/04/1990,160.0,366.0,125.0,451.0,,NZL
TLJ,BOOM Lars,30/12/1985,329.0,212.0,120.0,465.0,,NED
TLJ,BOUWMAN Koen,02/12/1993,861.0,64.0,393.0,180.0,,NED
TLJ,CAMPENAERTS Victor,28/10/1991,376.0,185.0,151.0,394.0,,BEL
TLJ,CASTELIJNS Twan,23/01/1989,1179.0,35.0,307.0,226.0,,NED
TLJ,CLEMENT Stef,24/09/1982,216.0,294.0,262.0,260.0,,NED
TLJ,DE TIER Floris,20/01/1992,295.0,237.0,705.0,93.0,,BEL
TLJ,GESINK Robert,31/05/1986,155.0,369.0,201.0,318.0,,NED
TLJ,GROENEWEGEN Dylan,21/06/1993,22.0,1160.0,31.0,1139.0,,NED
TLJ,JANSEN Amund Grøndahl,11/02/1994,404.0,174.0,214.0,304.0,,NOR
TLJ,JANSSEN Adriaan,12/12/1995,1770.0,14.0,2143.0,8.0,Trainee as from 28/07,NED
TLJ,KEIZER Martijn,25/03/1988,699.0,86.0,1222.0,35.0,,NED
TLJ,KRUIJSWIJK Steven,07/06/1987,82.0,594.0,93.0,554.0,,NED
TLJ,LAMMERTINK Steven,04/12/1993,1177.0,35.0,1512.0,21.0,,NED
TLJ,LEEZER Tom,26/12/1985,710.0,84.0,900.0,60.0,,NED
TLJ,LINDEMAN Bert-Jan,16/06/1989,852.0,65.0,609.0,114.0,,NED
TLJ,LOBATO DEL VALLE Juan Jose,30/12/1988,118.0,454.0,252.0,266.0,,ESP
TLJ,MARTENS Paul,26/10/1983,583.0,113.0,341.0,210.0,,GER
TLJ,OLIVIER Daan,24/11/1992,,,987.0,53.0,Contract from 28/04,NED
TLJ,ROGLIC Primoz,29/10/1989,108.0,486.0,20.0,1308.0,,SLO
TLJ,ROOSEN Timo,11/01/1993,510.0,135.0,225.0,287.0,,NED
TLJ,TANKINK Bram,03/12/1978,856.0,64.0,774.0,80.0,,NED
TLJ,TOLHOEK Antwan,29/04/1994,808.0,71.0,373.0,193.0,,NED
TLJ,VAN DEN BROECK Jurgen,01/02/1983,518.0,133.0,1531.0,20.0,,BEL
TLJ,VAN EMDEN Jos,18/02/1985,128.0,431.0,133.0,430.0,,NED
TLJ,VAN HOECKE Gijs,12/11/1991,320.0,222.0,767.0,82.0,,BEL
TLJ,VERMEULEN Alexey,16/12/1994,796.0,72.0,551.0,128.0,,USA
TLJ,WAGNER Robert,17/04/1983,1245.0,30.0,947.0,56.0,,GER
TLJ,WYNANTS Maarten,13/05/1982,433.0,163.0,466.0,154.0,,BEL
SKY,BOSWELL Ian,07/02/1991,882.0,61.0,318.0,220.0,,USA
SKY,DEIGNAN Philip,07/09/1983,1789.0,13.0,836.0,71.0,,IRL
SKY,DIBBEN Jonathan,12/02/1994,727.0,82.0,525.0,137.0,,GBR
SKY,DOULL Owain,02/05/1993,2232.0,7.0,362.0,196.0,,GBR
SKY,ELISSONDE Kenny,22/07/1991,282.0,245.0,381.0,188.0,,FRA
SKY,FROOME Chris,20/05/1985,2.0,2552.0,1.0,2727.0,,GBR
SKY,GEOGHEGAN HART Tao,30/03/1995,260.0,262.0,186.0,329.0,,GBR
SKY,GOLAS Michal,29/04/1984,666.0,92.0,630.0,108.0,,POL
SKY,HENAO GOMEZ Sebastian,05/08/1993,285.0,243.0,573.0,123.0,,COL
SKY,HENAO MONTOYA Sergio Luis,10/12/1987,36.0,932.0,40.0,999.0,,COL
SKY,INTXAUSTI ELORRIAGA Beñat,20/03/1986,743.0,79.0,,,,ESP
SKY,KENNAUGH Peter,15/06/1989,114.0,467.0,521.0,137.0,,GBR
SKY,KIRYIENKA Vasil,28/06/1981,189.0,334.0,185.0,329.0,,BLR
SKY,KNEES Christian,05/03/1981,923.0,56.0,867.0,65.0,,GER
SKY,KWIATKOWSKI Michal,02/06/1990,78.0,611.0,11.0,1516.0,,POL
SKY,LANDA MEANA Mikel,13/12/1989,109.0,479.0,19.0,1336.0,,ESP
SKY,LOPEZ GARCIA David,13/05/1981,809.0,70.0,684.0,97.0,,ESP
SKY,MOSCON Gianni,20/04/1994,71.0,622.0,51.0,864.0,,ITA
SKY,NIEVE ITURRALDE Mikel,26/05/1984,122.0,442.0,130.0,436.0,,ESP
SKY,POELS Wout,01/10/1987,43.0,832.0,61.0,775.0,,NED
SKY,PUCCIO Salvatore,31/08/1989,506.0,138.0,812.0,75.0,,ITA
SKY,ROSA Diego,27/03/1989,80.0,600.0,343.0,209.0,,ITA
SKY,ROWE Luke,10/03/1990,203.0,315.0,221.0,291.0,,GBR
SKY,STANNARD Ian,25/05/1987,193.0,327.0,528.0,135.0,,GBR
SKY,THOMAS Geraint,25/05/1986,46.0,802.0,55.0,810.0,,GBR
SKY,VAN POPPEL Danny,26/07/1993,111.0,477.0,224.0,287.0,,NED
SKY,VIVIANI Elia,07/02/1989,247.0,275.0,16.0,1384.0,,ITA
SKY,WISNIOWSKI Lukasz,07/12/1991,334.0,209.0,649.0,105.0,,POL
SUN,ANDERSEN Søren Kragh,10/08/1994,351.0,201.0,113.0,478.0,,DEN
SUN,ARNDT Nikias,18/11/1991,135.0,409.0,166.0,354.0,,GER
SUN,BARGUIL Warren,28/10/1991,76.0,613.0,57.0,790.0,,FRA
SUN,BAUHAUS Phil,08/07/1994,304.0,232.0,206.0,311.0,,GER
SUN,CURVERS Roy,27/12/1979,613.0,106.0,771.0,81.0,,NED
SUN,DE BACKER Bert,02/04/1984,810.0,70.0,965.0,55.0,,BEL
SUN,DUMOULIN Tom,11/11/1990,15.0,1260.0,4.0,2082.0,,NED
SUN,FRÖHLINGER Johannes,09/06/1985,768.0,75.0,902.0,60.0,,GER
SUN,GESCHKE Simon,13/03/1986,343.0,204.0,572.0,123.0,,GER
SUN,HAGA Chad,26/08/1988,718.0,83.0,1023.0,50.0,,USA
SUN,HAMILTON Chris,18/05/1995,558.0,120.0,823.0,73.0,,AUS
SUN,HOFSTEDE Lennard,29/12/1994,895.0,60.0,388.0,186.0,,NED
SUN,KÄMNA Lennard,09/09/1996,1004.0,48.0,321.0,220.0,,GER
SUN,KANTER Max,22/10/1997,974.0,51.0,1498.0,22.0,Trainee as from 28/07,GER
SUN,KELDERMAN Wilco,25/03/1991,47.0,793.0,48.0,902.0,,NED
SUN,LUNKE Sindre Skjøstad,17/04/1993,1178.0,35.0,821.0,73.0,,NOR
SUN,MATTHEWS Michael,26/09/1990,18.0,1234.0,10.0,1559.0,,AUS
SUN,OOMEN Sam,15/08/1995,185.0,336.0,119.0,471.0,,NED
SUN,PREIDLER Georg,17/06/1990,335.0,208.0,719.0,91.0,,AUT
SUN,ROHDE Leon,10/05/1995,1855.0,12.0,1582.0,19.0,Trainee as from 28/07,GER
SUN,SINKELDAM Ramon,09/02/1989,490.0,142.0,272.0,249.0,,NED
SUN,STAMSNIJDER Tom,15/05/1985,848.0,65.0,1299.0,30.0,,NED
SUN,TEN DAM Laurens,13/11/1980,709.0,84.0,602.0,115.0,,NED
SUN,TEUNISSEN Mike,25/08/1992,584.0,113.0,357.0,199.0,,NED
SUN,TIMMER Albert,13/06/1985,1032.0,45.0,797.0,77.0,,NED
SUN,WAEYTENS Zico,29/09/1991,512.0,134.0,1044.0,48.0,,BEL
SUN,WALSCHEID Maximilian,13/06/1993,291.0,239.0,384.0,187.0,,GER
TFS,ALAFACI Eugenio,09/08/1990,1336.0,25.0,1538.0,20.0,,ITA
TFS,BEPPU Fumiyuki,10/04/1983,930.0,55.0,869.0,65.0,,JPN
TFS,BERNARD Julien,17/03/1992,586.0,113.0,737.0,87.0,,FRA
TFS,BRÄNDLE Matthias,07/12/1989,471.0,152.0,238.0,276.0,,AUT
TFS,CARDOSO Andre Fernando Santos Martins,03/09/1984,416.0,170.0,936.0,57.0,,POR
TFS,COLEDAN Marco,22/08/1988,872.0,62.0,1091.0,44.0,,ITA
TFS,CONCI Nicola,05/01/1997,,,924.0,59.0,Trainee as from 21/08,ITA
TFS,CONTADOR VELASCO Alberto,06/12/1982,7.0,1698.0,8.0,1567.0,,ESP
TFS,DANIEL Gregory,08/11/1994,624.0,104.0,1065.0,46.0,,USA
TFS,DE KORT Koen,08/09/1982,563.0,117.0,531.0,134.0,,NED
TFS,DEGENKOLB John,07/01/1989,97.0,550.0,41.0,999.0,,GER
TFS,DIDIER Laurent,19/07/1984,645.0,98.0,1301.0,30.0,,LUX
TFS,FELLINE Fabio,29/03/1990,79.0,607.0,64.0,736.0,,ITA
TFS,GOGL Michael,04/11/1993,336.0,208.0,483.0,147.0,,AUT
TFS,GUERREIRO Ruben Antonio Almeida,06/07/1994,912.0,58.0,244.0,273.0,,POR
TFS,HERNANDEZ BLAZQUEZ Jesus,28/09/1981,997.0,48.0,998.0,52.0,,ESP
TFS,IRIZAR ARANBURU Markel,05/02/1980,968.0,51.0,849.0,69.0,,ESP
TFS,MOLLEMA Bauke,26/11/1986,34.0,958.0,32.0,1129.0,,NED
TFS,MOSCHETTI Matteo,14/08/1996,,,2947.0,2.0,Trainee as from 4/08,ITA
TFS,NIZZOLO Giacomo,30/01/1989,10.0,1511.0,864.0,66.0,,ITA
TFS,PANTANO GOMEZ Jarlinson,19/11/1988,65.0,674.0,131.0,436.0,,COL
TFS,PEDERSEN Mads,18/12/1995,364.0,195.0,114.0,478.0,,DEN
TFS,RAST Gregory,17/01/1980,753.0,77.0,827.0,72.0,,SUI
TFS,REIJNEN Kiel,01/06/1986,631.0,102.0,619.0,112.0,,USA
TFS,STETINA Peter,08/08/1987,604.0,107.0,316.0,220.0,,USA
TFS,STUYVEN Jasper,17/04/1992,129.0,428.0,34.0,1064.0,,BEL
TFS,THEUNS Edward,30/04/1991,139.0,405.0,74.0,645.0,,BEL
TFS,TOOVEY Ayden,08/11/1995,2249.0,7.0,,,Trainee as from 18/08,AUS
TFS,VAN POPPEL Boy,18/01/1988,986.0,49.0,415.0,173.0,,NED
TFS,ZUBELDIA AGIRRE Haimar,01/04/1977,384.0,182.0,621.0,111.0,,ESP
UAD,AIT EL ABDIA Anass,21/03/1993,829.0,68.0,1045.0,48.0,,MAR
UAD,ATAPUMA HURTADO Jhon Darwin,15/01/1988,60.0,732.0,210.0,307.0,,COL
UAD,BONO Matteo,11/11/1983,705.0,85.0,1073.0,45.0,,ITA
UAD,CONSONNI Simone,12/09/1994,684.0,89.0,162.0,360.0,,ITA
UAD,CONTI Valerio,30/03/1993,373.0,186.0,320.0,220.0,,ITA
UAD,COSTA Rui Alberto Faria,05/10/1986,29.0,1058.0,42.0,992.0,,POR
UAD,DURASEK Kristijan,26/07/1987,588.0,111.0,734.0,87.0,,CRO
UAD,FERRARI Roberto,09/03/1983,368.0,190.0,561.0,125.0,,ITA
UAD,GANNA Filippo,25/07/1996,1107.0,40.0,1129.0,42.0,,ITA
UAD,GUARDINI Andrea,12/06/1989,284.0,243.0,1160.0,39.0,,ITA
UAD,KUMP Marko,09/09/1988,465.0,154.0,287.0,238.0,,SLO
UAD,LAENGEN Vegard Stake,07/02/1989,472.0,152.0,250.0,268.0,,NOR
UAD,LIZDE Seid,08/07/1995,1410.0,22.0,1319.0,30.0,Trainee as from 28/07,ITA
UAD,MARCATO Marco,11/02/1984,147.0,385.0,503.0,141.0,,ITA
UAD,MEINTJES Louis,21/02/1992,95.0,551.0,79.0,618.0,,RSA
UAD,MIRZA AL-HAMMADI Yousif,08/10/1988,1033.0,45.0,755.0,84.0,,UAE
UAD,MODOLO Sacha,19/06/1987,126.0,435.0,81.0,612.0,,ITA
UAD,MOHORIC Matej,19/10/1994,328.0,214.0,126.0,448.0,,SLO
UAD,MORI Manuele,09/08/1980,275.0,248.0,960.0,55.0,,ITA
UAD,NIEMIEC Przemyslaw,11/04/1980,302.0,232.0,708.0,92.0,,POL
UAD,PETILLI Simone,04/05/1993,540.0,126.0,464.0,155.0,,ITA
UAD,POLANC Jan,06/05/1992,444.0,159.0,134.0,430.0,,SLO
UAD,RAVASI Edward,05/06/1994,581.0,114.0,654.0,104.0,,ITA
UAD,RIABUSHENKO Aliaksandr,12/10/1995,1066.0,43.0,693.0,96.0,Trainee as from 28/07,BLR
UAD,ROMANO Francesco,09/07/1997,1936.0,11.0,1383.0,27.0,Trainee as from 28/07,ITA
UAD,SWIFT Ben,05/11/1987,77.0,612.0,138.0,422.0,,GBR
UAD,TROIA Oliviero,01/09/1994,1771.0,14.0,930.0,58.0,,ITA
UAD,ULISSI Diego,15/07/1989,9.0,1574.0,18.0,1373.0,,ITA
UAD,ZURLO Federico,25/02/1994,549.0,122.0,677.0,99.0,,ITA
