Date,Race,Rank,Rider,CQ
15/06/2016,"Tour de Suisse, Stage 5 : Brig-Glis - Cari",47.,ELMIGER Martin,0
14/06/2016,"Tour de Suisse, Stage 4 : Rheinfelden - Champagne",50.,ELMIGER Martin,0
13/06/2016,"Tour de Suisse, Stage 3 : Grosswangen - Rheinfelden",31.,ELMIGER Martin,0
12/06/2016,"Tour de Suisse, Stage 2 : Baar - Baar",40.,ELMIGER Martin,0
11/06/2016,"Tour de Suisse, Stage 1 : Baar I.T.T.",4.,ELMIGER Martin,10
9/06/2016,GP Kanton Aargau - Gippingen,32.,ELMIGER Martin,0
29/05/2016,Ronde van België / Tour de Belgique,63.,ELMIGER Martin,0
25/05/2016,"Ronde van België / Tour de Belgique, Prologue : Beveren I.T.T.",6.,ELMIGER Martin,0
3/04/2016,Ronde van Vlaanderen,DNF,ELMIGER Martin,0
26/03/2016,"Volta a Catalunya, Stage 6 : Sant Joan Despi - Vilanova i la Geltru",DNS,ELMIGER Martin,0
25/03/2016,"Volta a Catalunya, Stage 5 : Rialp - Valls",147.,ELMIGER Martin,0
24/03/2016,"Volta a Catalunya, Stage 4 : Baga - Port Aine",113.,ELMIGER Martin,0
23/03/2016,"Volta a Catalunya, Stage 3 : Girona - Alp/La Molina",99.,ELMIGER Martin,0
22/03/2016,"Volta a Catalunya, Stage 2 : Mataro - Olot",47.,ELMIGER Martin,0
21/03/2016,"Volta a Catalunya, Stage 1 : Calella - Calella",143.,ELMIGER Martin,0
19/03/2016,Milano - Sanremo,43.,ELMIGER Martin,5
6/03/2016,GP Industria & Artigianato - Larciano,56.,ELMIGER Martin,0
27/02/2016,Omloop Het Nieuwsblad,51.,ELMIGER Martin,0
21/02/2016,Vuelta a Andalucia / Ruta Del Sol,39.,ELMIGER Martin,0
18/02/2016,"Vuelta a Andalucia / Ruta Del Sol, Stage 2 : Palomares del Rio - Cordoba",17.,ELMIGER Martin,0
14/02/2016,Clasica de Almeria,49.,ELMIGER Martin,0
31/01/2016,Trofeo Playa de Palma,49.,ELMIGER Martin,0
30/01/2016,Trofeo Serra de Tramuntana,32.,ELMIGER Martin,0
29/01/2016,Trofeo Pollença - Port de Andratx,66.,ELMIGER Martin,0
28/01/2016,Trofeo Felanitx - Porreres,41.,ELMIGER Martin,0
16/10/2016,World Championships (Doha) R.R.,DNF,ENGER Sondre Holst,0
4/10/2016,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,100.,ENGER Sondre Holst,0
1/09/2016,"Tour des Fjords, Stage 2 : Stord - Odda",DNF,ENGER Sondre Holst,0
28/08/2016,Bretagne Classic - Ouest-France,112.,ENGER Sondre Holst,5
21/08/2016,EuroEyes Cyclassics Hamburg,8.,ENGER Sondre Holst,58
24/07/2016,Tour de France,141.,ENGER Sondre Holst,20
24/07/2016,"Tour de France, Stage 21 : Chantilly - Paris",160.,ENGER Sondre Holst,0
23/07/2016,"Tour de France, Stage 20 : Megève - Morzine",118.,ENGER Sondre Holst,0
22/07/2016,"Tour de France, Stage 19 : Albertville - Saint-Gervais-Mont-Blanc",102.,ENGER Sondre Holst,0
21/07/2016,"Tour de France, Stage 18 : Sallanches - Megève I.T.T.",131.,ENGER Sondre Holst,0
20/07/2016,"Tour de France, Stage 17 : Bern (Sui) - Finhaut-Emosson (Sui)",172.,ENGER Sondre Holst,0
18/07/2016,"Tour de France, Stage 16 : Moirans-en-Montagne - Bern (Sui)",3.,ENGER Sondre Holst,35
17/07/2016,"Tour de France, Stage 15 : Bourg-en-Bresse - Culoz",180.,ENGER Sondre Holst,0
16/07/2016,"Tour de France, Stage 14 : Montélimar - Villars-les-Dombes",27.,ENGER Sondre Holst,0
15/07/2016,"Tour de France, Stage 13 : Bourg-Saint-Andéol - La Caverne du Pont-d'Arc I.T.T.",118.,ENGER Sondre Holst,0
14/07/2016,"Tour de France, Stage 12 : Montpellier - Mont Ventoux/Chalet Reynard",153.,ENGER Sondre Holst,0
13/07/2016,"Tour de France, Stage 11 : Carcassonne - Montpellier",9.,ENGER Sondre Holst,2
12/07/2016,"Tour de France, Stage 10 : Escaldes-Engordany (And) - Revel",135.,ENGER Sondre Holst,0
10/07/2016,"Tour de France, Stage 9 : Vielha (Esp) - Andorra/Arcalis (And)",181.,ENGER Sondre Holst,0
9/07/2016,"Tour de France, Stage 8 : Pau - Bagnères-de-Luchon",149.,ENGER Sondre Holst,0
8/07/2016,"Tour de France, Stage 7 : L'Isle-Jourdain - Lac de Payolle",139.,ENGER Sondre Holst,0
7/07/2016,"Tour de France, Stage 6 : Arpajon-sur-Cère - Montauban",53.,ENGER Sondre Holst,0
6/07/2016,"Tour de France, Stage 5 : Limoges - Le Lioran",172.,ENGER Sondre Holst,0
5/07/2016,"Tour de France, Stage 4 : Saumur - Limoges",6.,ENGER Sondre Holst,10
4/07/2016,"Tour de France, Stage 3 : Granville - Angers",6.,ENGER Sondre Holst,10
3/07/2016,"Tour de France, Stage 2 : Saint-Lô - Cherbourg-en-Cotentin",73.,ENGER Sondre Holst,0
2/07/2016,"Tour de France, Stage 1 : Mont-Saint-Michel - Sainte-Marie-du-Mont",11.,ENGER Sondre Holst,0
26/06/2016,National Championships Norway (Bodø) R.R.,4.,ENGER Sondre Holst,40
12/06/2016,Critérium du Dauphiné,114.,ENGER Sondre Holst,5
12/06/2016,"Critérium du Dauphiné, Stage 7 : Le Pont-de-Claix - Superdévoluy",103.,ENGER Sondre Holst,0
11/06/2016,"Critérium du Dauphiné, Stage 6 : La Rochette - Méribel-les-Allues",125.,ENGER Sondre Holst,0
10/06/2016,"Critérium du Dauphiné, Stage 5 : La Ravoire - Vaujany",120.,ENGER Sondre Holst,0
9/06/2016,"Critérium du Dauphiné, Stage 4 : Tain-l'Hermitage - Belley",19.,ENGER Sondre Holst,0
8/06/2016,"Critérium du Dauphiné, Stage 3 : Boën-sur-Lignon - Tournon-sur-Rhône",122.,ENGER Sondre Holst,0
7/06/2016,"Critérium du Dauphiné, Stage 2 : Crêches-sur-Saône - Jeansagnière/Chalmazel",153.,ENGER Sondre Holst,0
6/06/2016,"Critérium du Dauphiné, Stage 1 : Cluses - Saint-Vulbas",8.,ENGER Sondre Holst,1
5/06/2016,"Critérium du Dauphiné, Prologue : Les Gets - Le Mont Chéry I.T.T.",122.,ENGER Sondre Holst,0
22/05/2016,Tour of Norway,3.,ENGER Sondre Holst,100
22/05/2016,"Tour of Norway, Stage 5 : Drøbak - Sarpsborg",2.,ENGER Sondre Holst,15
21/05/2016,"Tour of Norway, Stage 4 : Flaa - Hønefoss (Eggemoen)",2.,ENGER Sondre Holst,15
20/05/2016,"Tour of Norway, Stage 3 : Rjukan - Geilo",3.,ENGER Sondre Holst,10
19/05/2016,"Tour of Norway, Stage 2 : Kragerø - Rjukan",2.,ENGER Sondre Holst,15
18/05/2016,"Tour of Norway, Stage 1 : Drammen - Langesund",19.,ENGER Sondre Holst,0
15/05/2016,Tour de Picardie,2.,ENGER Sondre Holst,80
15/05/2016,"Tour de Picardie, Stage 3 : Saint-Quentin - Guise",2.,ENGER Sondre Holst,10
14/05/2016,"Tour de Picardie, Stage 2 : Feuquières-en-VImeu - Flixecourt",5.,ENGER Sondre Holst,0
13/05/2016,"Tour de Picardie, Stage 1 : Chaumont-en-Vexin - Formerie",3.,ENGER Sondre Holst,5
24/04/2016,Tour of Croatia,29.,ENGER Sondre Holst,3
24/04/2016,"Tour of Croatia, Stage 6 : Sveti Martin - Zagreb",1.,ENGER Sondre Holst,20
17/04/2016,Amstel Gold Race,DNF,ENGER Sondre Holst,0
13/04/2016,Brabantse Pijl,66.,ENGER Sondre Holst,0
8/04/2016,Circuit de la Sarthe - Pays de la Loire,34.,ENGER Sondre Holst,0
6/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 2b : Angers I.T.T.",10.,ENGER Sondre Holst,0
6/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 2a : Saint-Mars-la-Jaille - Angers",20.,ENGER Sondre Holst,0
5/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 1 : Château-du-Loir - Château-du-Loir",3.,ENGER Sondre Holst,5
25/03/2016,E3 Harelbeke,DNF,ENGER Sondre Holst,0
23/03/2016,Dwars door Vlaanderen,44.,ENGER Sondre Holst,0
7/02/2016,Etoile de Bessèges,90.,ENGER Sondre Holst,0
3/02/2016,"Etoile de Bessèges, Stage 1 : Bellegarde - Beaucaire",20.,ENGER Sondre Holst,0
31/01/2016,GP La Marseillaise,104.,ENGER Sondre Holst,0
1/10/2016,Il Lombardia,DNF,FRANK Mathias,0
18/09/2016,European Championships (Plumelec) R.R.,25.,FRANK Mathias,0
11/09/2016,Vuelta a España,37.,FRANK Mathias,30
11/09/2016,"Vuelta a España, Stage 21 : Las Rozas - Madrid",105.,FRANK Mathias,0
10/09/2016,"Vuelta a España, Stage 20 : Benidorm - Alto Aitana",4.,FRANK Mathias,15
9/09/2016,"Vuelta a España, Stage 19 : Xabia - Calp I.T.T.",155.,FRANK Mathias,0
8/09/2016,"Vuelta a España, Stage 18 : Requena - Gandia",92.,FRANK Mathias,0
7/09/2016,"Vuelta a España, Stage 17 : Castellon - Llucena/Alto Mas de la Costa",1.,FRANK Mathias,70
5/09/2016,"Vuelta a España, Stage 16 : Alcañiz - Peñiscola",118.,FRANK Mathias,0
4/09/2016,"Vuelta a España, Stage 15 : Sabiñanigo - Aramon Formigal",155.,FRANK Mathias,0
3/09/2016,"Vuelta a España, Stage 14 : Urdax-Dantxarinea - Gourette/Col d'Aubisque",47.,FRANK Mathias,0
2/09/2016,"Vuelta a España, Stage 13 : Bilbao - Urdax-Dantxarinea",116.,FRANK Mathias,0
1/09/2016,"Vuelta a España, Stage 12 : Los Corrales de Buelna - Bilbao",10.,FRANK Mathias,1
31/08/2016,"Vuelta a España, Stage 11 : Colunga - Peña Cabarga",125.,FRANK Mathias,0
29/08/2016,"Vuelta a España, Stage 10 : Lugones - Lagos de Covadonga",53.,FRANK Mathias,0
28/08/2016,"Vuelta a España, Stage 9 : Cistierna - Oviedo/Alto del Naranco",5.,FRANK Mathias,10
27/08/2016,"Vuelta a España, Stage 8 : Villalpando - Alto de La Camperona",49.,FRANK Mathias,0
26/08/2016,"Vuelta a España, Stage 7 : Maceda - Puebla de Sanabria",52.,FRANK Mathias,0
25/08/2016,"Vuelta a España, Stage 6 : Monforte de Lemos - Luintra",7.,FRANK Mathias,5
24/08/2016,"Vuelta a España, Stage 5 : Viveiro - Lugo",55.,FRANK Mathias,0
23/08/2016,"Vuelta a España, Stage 4 : Betanzos - San Andres de Teixido",63.,FRANK Mathias,0
22/08/2016,"Vuelta a España, Stage 3 : Marin - Mirador de Ezaro",19.,FRANK Mathias,0
21/08/2016,"Vuelta a España, Stage 2 : Ourense - Baiona",87.,FRANK Mathias,0
20/08/2016,"Vuelta a España, Stage 1 : Ourense - Castrelo de Miño T.T.T.",13.,FRANK Mathias,0
30/07/2016,Clasica San Sebastian,36.,FRANK Mathias,5
16/07/2016,"Tour de France, Stage 14 : Montélimar - Villars-les-Dombes",DNF,FRANK Mathias,0
15/07/2016,"Tour de France, Stage 13 : Bourg-Saint-Andéol - La Caverne du Pont-d'Arc I.T.T.",169.,FRANK Mathias,0
14/07/2016,"Tour de France, Stage 12 : Montpellier - Mont Ventoux/Chalet Reynard",129.,FRANK Mathias,0
13/07/2016,"Tour de France, Stage 11 : Carcassonne - Montpellier",113.,FRANK Mathias,0
12/07/2016,"Tour de France, Stage 10 : Escaldes-Engordany (And) - Revel",101.,FRANK Mathias,0
10/07/2016,"Tour de France, Stage 9 : Vielha (Esp) - Andorra/Arcalis (And)",9.,FRANK Mathias,2
9/07/2016,"Tour de France, Stage 8 : Pau - Bagnères-de-Luchon",49.,FRANK Mathias,0
8/07/2016,"Tour de France, Stage 7 : L'Isle-Jourdain - Lac de Payolle",37.,FRANK Mathias,0
7/07/2016,"Tour de France, Stage 6 : Arpajon-sur-Cère - Montauban",77.,FRANK Mathias,0
6/07/2016,"Tour de France, Stage 5 : Limoges - Le Lioran",31.,FRANK Mathias,0
5/07/2016,"Tour de France, Stage 4 : Saumur - Limoges",75.,FRANK Mathias,0
4/07/2016,"Tour de France, Stage 3 : Granville - Angers",52.,FRANK Mathias,0
3/07/2016,"Tour de France, Stage 2 : Saint-Lô - Cherbourg-en-Cotentin",27.,FRANK Mathias,0
2/07/2016,"Tour de France, Stage 1 : Mont-Saint-Michel - Sainte-Marie-du-Mont",96.,FRANK Mathias,0
26/06/2016,National Championships Switzerland (Martigny) R.R.,12.,FRANK Mathias,4
16/06/2016,"Tour de Suisse, Stage 6 : Weesen - Amden",DNS,FRANK Mathias,0
15/06/2016,"Tour de Suisse, Stage 5 : Brig-Glis - Cari",20.,FRANK Mathias,0
14/06/2016,"Tour de Suisse, Stage 4 : Rheinfelden - Champagne",62.,FRANK Mathias,0
13/06/2016,"Tour de Suisse, Stage 3 : Grosswangen - Rheinfelden",19.,FRANK Mathias,0
12/06/2016,"Tour de Suisse, Stage 2 : Baar - Baar",60.,FRANK Mathias,0
11/06/2016,"Tour de Suisse, Stage 1 : Baar I.T.T.",86.,FRANK Mathias,0
5/06/2016,Tour de Luxembourg,27.,FRANK Mathias,5
4/06/2016,"Tour de Luxembourg, Stage 3 : Eschweiler-Wiltz - Differdange",3.,FRANK Mathias,10
1/05/2016,Tour de Romandie,8.,FRANK Mathias,77
1/05/2016,"Tour de Romandie, Stage 5 : Ollon - Genève",29.,FRANK Mathias,0
30/04/2016,"Tour de Romandie, Stage 4 : Conthey - Villars-sur-Ollon",16.,FRANK Mathias,0
29/04/2016,"Tour de Romandie, Stage 3 : Sion - Sion I.T.T.",19.,FRANK Mathias,0
28/04/2016,"Tour de Romandie, Stage 2 : Moudon - Morgins",8.,FRANK Mathias,1
27/04/2016,"Tour de Romandie, Stage 1 : Mathod - Moudon",54.,FRANK Mathias,0
26/04/2016,"Tour de Romandie, Prologue : La Chaux-de-Fonds I.T.T.",22.,FRANK Mathias,0
8/04/2016,Circuit de la Sarthe - Pays de la Loire,7.,FRANK Mathias,40
7/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 3 : Angers - Pré-en-Pail",10.,FRANK Mathias,0
6/04/2016,"Circuit de la Sarthe - Pays de la Loire, Stage 2b : Angers I.T.T.",11.,FRANK Mathias,0
27/03/2016,Volta a Catalunya,28.,FRANK Mathias,8
27/03/2016,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",53.,FRANK Mathias,0
26/03/2016,"Volta a Catalunya, Stage 6 : Sant Joan Despi - Vilanova i la Geltru",69.,FRANK Mathias,0
25/03/2016,"Volta a Catalunya, Stage 5 : Rialp - Valls",42.,FRANK Mathias,0
24/03/2016,"Volta a Catalunya, Stage 4 : Baga - Port Aine",31.,FRANK Mathias,0
23/03/2016,"Volta a Catalunya, Stage 3 : Girona - Alp/La Molina",28.,FRANK Mathias,0
22/03/2016,"Volta a Catalunya, Stage 2 : Mataro - Olot",81.,FRANK Mathias,0
21/03/2016,"Volta a Catalunya, Stage 1 : Calella - Calella",28.,FRANK Mathias,0
15/03/2016,Tirreno - Adriatico,50.,FRANK Mathias,5
15/03/2016,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",72.,FRANK Mathias,0
14/03/2016,"Tirreno - Adriatico, Stage 6 : Castelraimondo - Cepagatti",45.,FRANK Mathias,0
12/03/2016,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Foligno",66.,FRANK Mathias,0
11/03/2016,"Tirreno - Adriatico, Stage 3 : Castelnuovo Val di Cecina - Montalto di Castro",168.,FRANK Mathias,0
10/03/2016,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",68.,FRANK Mathias,0
9/03/2016,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",5.,FRANK Mathias,1
28/02/2016,GP Citta di Lugano,25.,FRANK Mathias,5
21/02/2016,Vuelta a Andalucia / Ruta Del Sol,29.,FRANK Mathias,3
18/09/2016,European Championships (Plumelec) R.R.,85.,FUMEAUX Jonathan,0
11/09/2016,GP de Montréal,77.,FUMEAUX Jonathan,5
9/09/2016,GP de Québec,DNF,FUMEAUX Jonathan,0
28/08/2016,Bretagne Classic - Ouest-France,62.,FUMEAUX Jonathan,5
7/08/2016,Tour of Utah,50.,FUMEAUX Jonathan,5
5/08/2016,"Tour of Utah, Stage 5 : Antelope Island - Bountiful",16.,FUMEAUX Jonathan,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",DNF,FUMEAUX Jonathan,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",101.,FUMEAUX Jonathan,0
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",74.,FUMEAUX Jonathan,0
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",87.,FUMEAUX Jonathan,0
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",57.,FUMEAUX Jonathan,0
26/06/2016,National Championships Switzerland (Martigny) R.R.,1.,FUMEAUX Jonathan,60
22/06/2016,National Championships Switzerland (Martigny) I.T.T.,5.,FUMEAUX Jonathan,10
12/06/2016,Critérium du Dauphiné,97.,FUMEAUX Jonathan,5
12/06/2016,"Critérium du Dauphiné, Stage 7 : Le Pont-de-Claix - Superdévoluy",109.,FUMEAUX Jonathan,0
11/06/2016,"Critérium du Dauphiné, Stage 6 : La Rochette - Méribel-les-Allues",82.,FUMEAUX Jonathan,0
10/06/2016,"Critérium du Dauphiné, Stage 5 : La Ravoire - Vaujany",129.,FUMEAUX Jonathan,0
9/06/2016,"Critérium du Dauphiné, Stage 4 : Tain-l'Hermitage - Belley",101.,FUMEAUX Jonathan,0
8/06/2016,"Critérium du Dauphiné, Stage 3 : Boën-sur-Lignon - Tournon-sur-Rhône",93.,FUMEAUX Jonathan,0
7/06/2016,"Critérium du Dauphiné, Stage 2 : Crêches-sur-Saône - Jeansagnière/Chalmazel",82.,FUMEAUX Jonathan,0
6/06/2016,"Critérium du Dauphiné, Stage 1 : Cluses - Saint-Vulbas",140.,FUMEAUX Jonathan,0
5/06/2016,"Critérium du Dauphiné, Prologue : Les Gets - Le Mont Chéry I.T.T.",139.,FUMEAUX Jonathan,0
15/05/2016,Tour de Picardie,73.,FUMEAUX Jonathan,0
24/04/2016,Tour of Croatia,27.,FUMEAUX Jonathan,3
22/04/2016,"Tour of Croatia, Stage 4 : Crikvenica - Ucka (Vojak)",13.,FUMEAUX Jonathan,0
13/04/2016,Brabantse Pijl,40.,FUMEAUX Jonathan,0
8/04/2016,"Vuelta al Pais Vasco, Stage 5 : Orio - Eibar (Arrate)",DNF,FUMEAUX Jonathan,0
7/04/2016,"Vuelta al Pais Vasco, Stage 4 : Lesaka - Orio",141.,FUMEAUX Jonathan,0
6/04/2016,"Vuelta al Pais Vasco, Stage 3 : Vitoria-Gasteiz - Lesaka",72.,FUMEAUX Jonathan,0
5/04/2016,"Vuelta al Pais Vasco, Stage 2 : Markina-Xemein - Baranbio (Garrastatxu)",81.,FUMEAUX Jonathan,0
4/04/2016,"Vuelta al Pais Vasco, Stage 1 : Etxebarria - Markina-Xemein",81.,FUMEAUX Jonathan,0
27/03/2016,Critérium International,61.,FUMEAUX Jonathan,0
6/03/2016,GP Industria & Artigianato - Larciano,21.,FUMEAUX Jonathan,0
28/02/2016,GP Citta di Lugano,14.,FUMEAUX Jonathan,12
7/02/2016,Etoile de Bessèges,37.,FUMEAUX Jonathan,0
7/02/2016,"Etoile de Bessèges, Stage 5 : Alès - Montée de l'Hermitage I.T.T.",16.,FUMEAUX Jonathan,0
31/01/2016,GP La Marseillaise,16.,FUMEAUX Jonathan,5
16/10/2016,World Championships (Doha) R.R.,DNF,HAUSSLER Heinrich,0
4/10/2016,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,44.,HAUSSLER Heinrich,0
24/09/2016,"Eneco Tour, Stage 6 : Riemst - Lanaken",DNS,HAUSSLER Heinrich,0
23/09/2016,"Eneco Tour, Stage 5 : Sittard - Sittard T.T.T.",5.,HAUSSLER Heinrich,1
22/09/2016,"Eneco Tour, Stage 4 : Aalter - Sint-Pieters-Leeuw",11.,HAUSSLER Heinrich,0
21/09/2016,"Eneco Tour, Stage 3 : Blankenberge - Ardooie",70.,HAUSSLER Heinrich,0
20/09/2016,"Eneco Tour, Stage 2 : Breda I.T.T.",63.,HAUSSLER Heinrich,0
19/09/2016,"Eneco Tour, Stage 1 : Bolsward - Bolsward",40.,HAUSSLER Heinrich,0
11/09/2016,GP de Montréal,78.,HAUSSLER Heinrich,5
9/09/2016,GP de Québec,46.,HAUSSLER Heinrich,5
28/08/2016,Bretagne Classic - Ouest-France,11.,HAUSSLER Heinrich,40
21/08/2016,EuroEyes Cyclassics Hamburg,18.,HAUSSLER Heinrich,18
1/08/2016,"Tour of Utah, Stage 1 : Zion Canyon Village - Cedar City",DNF,HAUSSLER Heinrich,0
16/07/2016,"Tour de Pologne, Stage 5 : Wieliczka - Zakopane",DNF,HAUSSLER Heinrich,0
15/07/2016,"Tour de Pologne, Stage 4 : Nowy Sacz - Rzeszow",4.,HAUSSLER Heinrich,8
14/07/2016,"Tour de Pologne, Stage 3 : Zawiercie - Nowy Sacz",4.,HAUSSLER Heinrich,8
13/07/2016,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",7.,HAUSSLER Heinrich,2
12/07/2016,"Tour de Pologne, Stage 1 : Radzymin - Warszawa",34.,HAUSSLER Heinrich,0
29/05/2016,Giro d'Italia,99.,HAUSSLER Heinrich,15
29/05/2016,"Giro d'Italia, Stage 21 : Cuneo - Torino",50.,HAUSSLER Heinrich,0
28/05/2016,"Giro d'Italia, Stage 20 : Guillestre - Sant'Anna di Vinadio",125.,HAUSSLER Heinrich,0
27/05/2016,"Giro d'Italia, Stage 19 : Pinerolo - Risoul (Fra)",86.,HAUSSLER Heinrich,0
26/05/2016,"Giro d'Italia, Stage 18 : Muggio - Pinerolo",111.,HAUSSLER Heinrich,0
25/05/2016,"Giro d'Italia, Stage 17 : Molveno - Cassano d'Adda",15.,HAUSSLER Heinrich,0
24/05/2016,"Giro d'Italia, Stage 16 : Brixen - Andalo",152.,HAUSSLER Heinrich,0
22/05/2016,"Giro d'Italia, Stage 15 : Castelrotto - Alpe di Siusi I.T.T.",135.,HAUSSLER Heinrich,0
21/05/2016,"Giro d'Italia, Stage 14 : Alpago - Corvara in Alta Badia",165.,HAUSSLER Heinrich,0
20/05/2016,"Giro d'Italia, Stage 13 : Palmanova - Cividale del Friuli",152.,HAUSSLER Heinrich,0
19/05/2016,"Giro d'Italia, Stage 12 : Noale - Bibione",8.,HAUSSLER Heinrich,3
18/05/2016,"Giro d'Italia, Stage 11 : Modena - Asolo",42.,HAUSSLER Heinrich,0
17/05/2016,"Giro d'Italia, Stage 10 : Campi Bisenzio - Sestola",148.,HAUSSLER Heinrich,0
15/05/2016,"Giro d'Italia, Stage 9 : Chianti - Chianti I.T.T.",86.,HAUSSLER Heinrich,0
14/05/2016,"Giro d'Italia, Stage 8 : Foligno - Arezzo",98.,HAUSSLER Heinrich,0
13/05/2016,"Giro d'Italia, Stage 7 : Sulmona - Foligno",39.,HAUSSLER Heinrich,0
12/05/2016,"Giro d'Italia, Stage 6 : Ponte - Roccaraso/Aremogna",173.,HAUSSLER Heinrich,0
11/05/2016,"Giro d'Italia, Stage 5 : Praia a Mare - Benevento",22.,HAUSSLER Heinrich,0
10/05/2016,"Giro d'Italia, Stage 4 : Catanzaro - Praia a Mare",75.,HAUSSLER Heinrich,0
8/05/2016,"Giro d'Italia, Stage 3 : Nijmegen (Ned) - Arnhem (Ned)",97.,HAUSSLER Heinrich,0
7/05/2016,"Giro d'Italia, Stage 2 : Arnhem (Ned) - Nijmegen (Ned)",122.,HAUSSLER Heinrich,0
6/05/2016,"Giro d'Italia, Stage 1 : Apeldoorn (Ned) I.T.T.",123.,HAUSSLER Heinrich,0
10/04/2016,Paris - Roubaix,6.,HAUSSLER Heinrich,100
3/04/2016,Ronde van Vlaanderen,DNF,HAUSSLER Heinrich,0
27/03/2016,Gent - Wevelgem,DNF,HAUSSLER Heinrich,0
25/03/2016,E3 Harelbeke,16.,HAUSSLER Heinrich,21
19/03/2016,Milano - Sanremo,7.,HAUSSLER Heinrich,90
15/03/2016,Tirreno - Adriatico,36.,HAUSSLER Heinrich,5
15/03/2016,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",76.,HAUSSLER Heinrich,0
14/03/2016,"Tirreno - Adriatico, Stage 6 : Castelraimondo - Cepagatti",35.,HAUSSLER Heinrich,0
12/03/2016,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Foligno",48.,HAUSSLER Heinrich,0
11/03/2016,"Tirreno - Adriatico, Stage 3 : Castelnuovo Val di Cecina - Montalto di Castro",115.,HAUSSLER Heinrich,0
10/03/2016,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",45.,HAUSSLER Heinrich,0
9/03/2016,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",5.,HAUSSLER Heinrich,1
28/02/2016,Kuurne - Brussel - Kuurne,80.,HAUSSLER Heinrich,0
27/02/2016,Omloop Het Nieuwsblad,66.,HAUSSLER Heinrich,0
21/02/2016,Volta ao Algarve,69.,HAUSSLER Heinrich,0
31/01/2016,GP La Marseillaise,40.,HAUSSLER Heinrich,0
16/10/2016,World Championships (Doha) R.R.,DNF,HOLLENSTEIN Reto,0
12/10/2016,World Championships (Doha) I.T.T.,9.,HOLLENSTEIN Reto,53
25/09/2016,Eneco Tour,19.,HOLLENSTEIN Reto,20
25/09/2016,"Eneco Tour, Stage 7 : Bornem - Geraardsbergen",29.,HOLLENSTEIN Reto,0
24/09/2016,"Eneco Tour, Stage 6 : Riemst - Lanaken",40.,HOLLENSTEIN Reto,0
23/09/2016,"Eneco Tour, Stage 5 : Sittard - Sittard T.T.T.",5.,HOLLENSTEIN Reto,1
22/09/2016,"Eneco Tour, Stage 4 : Aalter - Sint-Pieters-Leeuw",29.,HOLLENSTEIN Reto,0
21/09/2016,"Eneco Tour, Stage 3 : Blankenberge - Ardooie",74.,HOLLENSTEIN Reto,0
20/09/2016,"Eneco Tour, Stage 2 : Breda I.T.T.",32.,HOLLENSTEIN Reto,0
19/09/2016,"Eneco Tour, Stage 1 : Bolsward - Bolsward",57.,HOLLENSTEIN Reto,0
11/09/2016,GP de Montréal,38.,HOLLENSTEIN Reto,5
9/09/2016,GP de Québec,81.,HOLLENSTEIN Reto,5
28/08/2016,Bretagne Classic - Ouest-France,53.,HOLLENSTEIN Reto,5
14/08/2016,Arctic Race of Norway,9.,HOLLENSTEIN Reto,50
14/08/2016,"Arctic Race of Norway, Stage 4 : Rana Kommune - Bodø",14.,HOLLENSTEIN Reto,0
13/08/2016,"Arctic Race of Norway, Stage 3 : Nesna - Korgfjellet",14.,HOLLENSTEIN Reto,0
12/08/2016,"Arctic Race of Norway, Stage 2 : Mo I Rana - Sandnessjøen",16.,HOLLENSTEIN Reto,0
24/07/2016,Tour de France,97.,HOLLENSTEIN Reto,20
24/07/2016,"Tour de France, Stage 21 : Chantilly - Paris",158.,HOLLENSTEIN Reto,0
23/07/2016,"Tour de France, Stage 20 : Megève - Morzine",42.,HOLLENSTEIN Reto,0
22/07/2016,"Tour de France, Stage 19 : Albertville - Saint-Gervais-Mont-Blanc",94.,HOLLENSTEIN Reto,0
21/07/2016,"Tour de France, Stage 18 : Sallanches - Megève I.T.T.",60.,HOLLENSTEIN Reto,0
20/07/2016,"Tour de France, Stage 17 : Bern (Sui) - Finhaut-Emosson (Sui)",56.,HOLLENSTEIN Reto,0
