Date,Race,Rank,Rider,CQ
29/05/2019,"Giro d'Italia, Stage 17 : Commezzadura - Anterselva",84.,DURBRIDGE Luke,0
28/05/2019,"Giro d'Italia, Stage 16 : Lovere - Ponte di Legno",99.,DURBRIDGE Luke,0
26/05/2019,"Giro d'Italia, Stage 15 : Ivrea - Como",79.,DURBRIDGE Luke,0
25/05/2019,"Giro d'Italia, Stage 14 : Saint-Vincent - Courmayeur",66.,DURBRIDGE Luke,0
24/05/2019,"Giro d'Italia, Stage 13 : Pinerolo - Ceresole Reale/Lago Serru",73.,DURBRIDGE Luke,0
23/05/2019,"Giro d'Italia, Stage 12 : Cuneo - Pinerolo",123.,DURBRIDGE Luke,0
22/05/2019,"Giro d'Italia, Stage 11 : Carpi - Novi Ligure",69.,DURBRIDGE Luke,0
21/05/2019,"Giro d'Italia, Stage 10 : Ravenna - Modena",111.,DURBRIDGE Luke,0
19/05/2019,"Giro d'Italia, Stage 9 : Riccione - San Marino (SMR) I.T.T.",44.,DURBRIDGE Luke,0
18/05/2019,"Giro d'Italia, Stage 8 : Tortoredo Lido - Pesaro",110.,DURBRIDGE Luke,0
17/05/2019,"Giro d'Italia, Stage 7 : Vasto - L'Aquila",100.,DURBRIDGE Luke,0
16/05/2019,"Giro d'Italia, Stage 6 : Cassino - San Giovanni Rotondo",88.,DURBRIDGE Luke,0
15/05/2019,"Giro d'Italia, Stage 5 : Frascati - Terracina",117.,DURBRIDGE Luke,0
14/05/2019,"Giro d'Italia, Stage 4 : Orbetello - Frascati",58.,DURBRIDGE Luke,0
13/05/2019,"Giro d'Italia, Stage 3 : Vinci - Orbetello",71.,DURBRIDGE Luke,0
12/05/2019,"Giro d'Italia, Stage 2 : Bologna - Fucecchio",75.,DURBRIDGE Luke,0
11/05/2019,"Giro d'Italia, Stage 1 : Bologna - San Luca I.T.T.",24.,DURBRIDGE Luke,0
27/03/2019,Driedaagse Brugge - De Panne,DNF,DURBRIDGE Luke,0
19/03/2019,Tirreno - Adriatico,51.,DURBRIDGE Luke,5
19/03/2019,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",13.,DURBRIDGE Luke,0
18/03/2019,"Tirreno - Adriatico, Stage 6 : Matelica - Jesi",103.,DURBRIDGE Luke,0
17/03/2019,"Tirreno - Adriatico, Stage 5 : Colli al Metauro - Recanti",62.,DURBRIDGE Luke,0
16/03/2019,"Tirreno - Adriatico, Stage 4 : Foligno - Fossombrone",48.,DURBRIDGE Luke,0
15/03/2019,"Tirreno - Adriatico, Stage 3 : Pomarance - Foligno",113.,DURBRIDGE Luke,0
14/03/2019,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",78.,DURBRIDGE Luke,0
13/03/2019,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",1.,DURBRIDGE Luke,11
9/03/2019,Strade Bianche,18.,DURBRIDGE Luke,14
2/03/2019,Omloop Het Nieuwsblad,23.,DURBRIDGE Luke,8
27/01/2019,Cadel Evans Great Ocean Road Race,75.,DURBRIDGE Luke,5
20/01/2019,Tour Down Under,78.,DURBRIDGE Luke,5
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",84.,DURBRIDGE Luke,0
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",109.,DURBRIDGE Luke,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",102.,DURBRIDGE Luke,0
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",77.,DURBRIDGE Luke,0
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",121.,DURBRIDGE Luke,0
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",95.,DURBRIDGE Luke,0
8/01/2019,National Championships Australia (Buninyong) I.T.T.,1.,DURBRIDGE Luke,50
6/01/2019,National Championships Australia (Buninyong) R.R.,4.,DURBRIDGE Luke,40
23/06/2019,"Tour de Suisse, Stage 9 : Ulrichen - Ulrichen",DNF,EDMONDSON Alexander,0
22/06/2019,"Tour de Suisse, Stage 8 : Goms - Goms I.T.T.",23.,EDMONDSON Alexander,0
21/06/2019,"Tour de Suisse, Stage 7 : Unterterzen - San Gottardo",130.,EDMONDSON Alexander,0
20/06/2019,"Tour de Suisse, Stage 6 : Einsiedeln - Flumserberg",126.,EDMONDSON Alexander,0
19/06/2019,"Tour de Suisse, Stage 5 : Münchenstein - Einsiedeln",117.,EDMONDSON Alexander,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",135.,EDMONDSON Alexander,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",110.,EDMONDSON Alexander,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",125.,EDMONDSON Alexander,0
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",24.,EDMONDSON Alexander,0
9/06/2019,Hammer Series Limburg,9.,EDMONDSON Alexander,7
9/06/2019,"Hammer Series Limburg, Stage 3 : Sittard, Hammer chase T.T.T.",1.,EDMONDSON Alexander,5
8/06/2019,"Hammer Series Limburg, Stage 2 : Sittard, Hammer sprint",5.,EDMONDSON Alexander,0
1/06/2019,"Tour of Norway, Stage 5 : Skien - Drammen",DNF,EDMONDSON Alexander,0
26/05/2019,Hammer Series Stavanger,3.,EDMONDSON Alexander,16
26/05/2019,"Hammer Series Stavanger, Stage 3 : Stavanger, Hammer chase T.T.T.",7.,EDMONDSON Alexander,0
16/03/2019,"Tirreno - Adriatico, Stage 4 : Foligno - Fossombrone",DNF,EDMONDSON Alexander,0
15/03/2019,"Tirreno - Adriatico, Stage 3 : Pomarance - Foligno",146.,EDMONDSON Alexander,0
14/03/2019,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",159.,EDMONDSON Alexander,0
13/03/2019,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",-,EDMONDSON Alexander,0
3/03/2019,Kuurne - Brussel - Kuurne,50.,EDMONDSON Alexander,0
2/03/2019,Omloop Het Nieuwsblad,87.,EDMONDSON Alexander,5
27/01/2019,Cadel Evans Great Ocean Road Race,38.,EDMONDSON Alexander,5
20/01/2019,Tour Down Under,64.,EDMONDSON Alexander,5
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",83.,EDMONDSON Alexander,0
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",85.,EDMONDSON Alexander,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",82.,EDMONDSON Alexander,0
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",69.,EDMONDSON Alexander,0
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",28.,EDMONDSON Alexander,0
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",44.,EDMONDSON Alexander,0
13/01/2019,People’s Choice Classic,3.,EDMONDSON Alexander,0
29/06/2019,National Championships Ethiopia (Mekelle) R.R.,9.,GRMAY Tsgabu Gebremaryam,2
27/06/2019,National Championships Ethiopia () I.T.T.,1.,GRMAY Tsgabu Gebremaryam,15
23/06/2019,Tour de Suisse,63.,GRMAY Tsgabu Gebremaryam,5
23/06/2019,"Tour de Suisse, Stage 9 : Ulrichen - Ulrichen",44.,GRMAY Tsgabu Gebremaryam,0
22/06/2019,"Tour de Suisse, Stage 8 : Goms - Goms I.T.T.",88.,GRMAY Tsgabu Gebremaryam,0
21/06/2019,"Tour de Suisse, Stage 7 : Unterterzen - San Gottardo",105.,GRMAY Tsgabu Gebremaryam,0
20/06/2019,"Tour de Suisse, Stage 6 : Einsiedeln - Flumserberg",79.,GRMAY Tsgabu Gebremaryam,0
19/06/2019,"Tour de Suisse, Stage 5 : Münchenstein - Einsiedeln",88.,GRMAY Tsgabu Gebremaryam,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",78.,GRMAY Tsgabu Gebremaryam,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",80.,GRMAY Tsgabu Gebremaryam,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",64.,GRMAY Tsgabu Gebremaryam,0
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",59.,GRMAY Tsgabu Gebremaryam,0
5/05/2019,Tour de Romandie,46.,GRMAY Tsgabu Gebremaryam,5
5/05/2019,"Tour de Romandie, Stage 5 : Genève I.T.T.",74.,GRMAY Tsgabu Gebremaryam,0
4/05/2019,"Tour de Romandie, Stage 4 : Lucens - Torgon",48.,GRMAY Tsgabu Gebremaryam,0
3/05/2019,"Tour de Romandie, Stage 3 : Romont - Romont",53.,GRMAY Tsgabu Gebremaryam,0
2/05/2019,"Tour de Romandie, Stage 2 : Le Locles - Morgins",68.,GRMAY Tsgabu Gebremaryam,0
1/05/2019,"Tour de Romandie, Stage 1 : Neuchâtel - La-Chaux-de-Fonds",67.,GRMAY Tsgabu Gebremaryam,0
30/04/2019,"Tour de Romandie, Prologue : Neuchâtel I.T.T.",92.,GRMAY Tsgabu Gebremaryam,0
24/04/2019,Flèche Wallonne,DNF,GRMAY Tsgabu Gebremaryam,0
13/04/2019,"Itzulia Basque Country, Stage 6 : Eibar - Eibar",DNF,GRMAY Tsgabu Gebremaryam,0
12/04/2019,"Itzulia Basque Country, Stage 5 : Arrigorriaga - Arrate",89.,GRMAY Tsgabu Gebremaryam,0
11/04/2019,"Itzulia Basque Country, Stage 4 : Vitoria-Gasteiz - Arrigorriaga",76.,GRMAY Tsgabu Gebremaryam,0
10/04/2019,"Itzulia Basque Country, Stage 3 : Sarriguren - Estibaliz",51.,GRMAY Tsgabu Gebremaryam,0
9/04/2019,"Itzulia Basque Country, Stage 2 : Zumarraga - Gorraiz",77.,GRMAY Tsgabu Gebremaryam,0
8/04/2019,"Itzulia Basque Country, Stage 1 : Zumarraga - Zumarraga I.T.T.",119.,GRMAY Tsgabu Gebremaryam,0
6/04/2019,GP Miguel Indurain,18.,GRMAY Tsgabu Gebremaryam,5
31/03/2019,Volta a Catalunya,51.,GRMAY Tsgabu Gebremaryam,5
31/03/2019,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",85.,GRMAY Tsgabu Gebremaryam,0
30/03/2019,"Volta a Catalunya, Stage 6 : Valls - Vilaseca",48.,GRMAY Tsgabu Gebremaryam,0
29/03/2019,"Volta a Catalunya, Stage 5 : Puigcerda - Sant Cugat",62.,GRMAY Tsgabu Gebremaryam,0
28/03/2019,"Volta a Catalunya, Stage 4 : Llanars - La Molina",59.,GRMAY Tsgabu Gebremaryam,0
27/03/2019,"Volta a Catalunya, Stage 3 : Sant Feliu de Guixols - Vallter 2000",71.,GRMAY Tsgabu Gebremaryam,0
26/03/2019,"Volta a Catalunya, Stage 2 : Mataro - Sant Feliu de Guixols",55.,GRMAY Tsgabu Gebremaryam,0
25/03/2019,"Volta a Catalunya, Stage 1 : Calella - Calella",81.,GRMAY Tsgabu Gebremaryam,0
2/03/2019,UAE Tour,20.,GRMAY Tsgabu Gebremaryam,16
2/03/2019,"UAE Tour, Stage 7 : Dubai - Dubai",49.,GRMAY Tsgabu Gebremaryam,0
1/03/2019,"UAE Tour, Stage 6 : Ajman - Jabel Jais",18.,GRMAY Tsgabu Gebremaryam,0
28/02/2019,"UAE Tour, Stage 5 : Sharjah - Khor Fakkan",71.,GRMAY Tsgabu Gebremaryam,0
27/02/2019,"UAE Tour, Stage 4 : Dubai - Hatta Dam",17.,GRMAY Tsgabu Gebremaryam,0
26/02/2019,"UAE Tour, Stage 3 : Al Ain - Jebel Hafeet",33.,GRMAY Tsgabu Gebremaryam,0
25/02/2019,"UAE Tour, Stage 2 : Abu Dhabi - Abu Dhabi",72.,GRMAY Tsgabu Gebremaryam,0
24/02/2019,"UAE Tour, Stage 1 : Al Hudayriat T.T.T.",12.,GRMAY Tsgabu Gebremaryam,0
15/07/2019,"Tour de France, Stage 10 : Saint-Flour - Albi",70.,HAIG Jack,0
14/07/2019,"Tour de France, Stage 9 : Saint-Étienne - Brioude",40.,HAIG Jack,0
13/07/2019,"Tour de France, Stage 8 : Mâcon - Saint-Étienne",33.,HAIG Jack,0
12/07/2019,"Tour de France, Stage 7 : Belfort - Chalon-sur-Saône",152.,HAIG Jack,0
11/07/2019,"Tour de France, Stage 6 : Mulhouse - La Planche des Belles Filles",46.,HAIG Jack,0
10/07/2019,"Tour de France, Stage 5 : Saint-Dié-des-Vosges - Colmar",69.,HAIG Jack,0
9/07/2019,"Tour de France, Stage 4 : Reims - Nancy",121.,HAIG Jack,0
8/07/2019,"Tour de France, Stage 3 : Binche (BEL) - Epernay",42.,HAIG Jack,0
7/07/2019,"Tour de France, Stage 2 : Brussel (BEL) T.T.T.",-,HAIG Jack,0
6/07/2019,"Tour de France, Stage 1 : Brussel (BEL) - Brussel (BEL)",147.,HAIG Jack,0
16/06/2019,Critérium du Dauphiné,27.,HAIG Jack,9
16/06/2019,"Critérium du Dauphiné, Stage 8 : Cluses - Champéry (SUI)",2.,HAIG Jack,28
15/06/2019,"Critérium du Dauphiné, Stage 7 : Saint-Genix-les-Villages - Pipay",27.,HAIG Jack,0
14/06/2019,"Critérium du Dauphiné, Stage 6 : Saint-Vulbas - Saint-Michel-de-Maurienne",7.,HAIG Jack,2
13/06/2019,"Critérium du Dauphiné, Stage 5 : Boën-sur-Lignon - Voiron",67.,HAIG Jack,0
12/06/2019,"Critérium du Dauphiné, Stage 4 : Roanne - Roanne I.T.T.",138.,HAIG Jack,0
11/06/2019,"Critérium du Dauphiné, Stage 3 : Le Puy-en-Velay - Riom",34.,HAIG Jack,0
10/06/2019,"Critérium du Dauphiné, Stage 2 : Mauriac - Craponne-sur-Arzon",80.,HAIG Jack,0
9/06/2019,"Critérium du Dauphiné, Stage 1 : Aurillac - Jussac",28.,HAIG Jack,0
17/03/2019,Paris - Nice,4.,HAIG Jack,136
17/03/2019,"Paris - Nice, Stage 8 : Nice - Nice",16.,HAIG Jack,0
16/03/2019,"Paris - Nice, Stage 7 : Nice - Col de Turini",15.,HAIG Jack,0
15/03/2019,"Paris - Nice, Stage 6 : Peynier - Brignoles",14.,HAIG Jack,0
14/03/2019,"Paris - Nice, Stage 5 : Barbentane - Barbentane I.T.T.",24.,HAIG Jack,0
13/03/2019,"Paris - Nice, Stage 4 : Vichy - Pélussin",17.,HAIG Jack,0
12/03/2019,"Paris - Nice, Stage 3 : Cepoy - Moulins-Yzeure",27.,HAIG Jack,0
11/03/2019,"Paris - Nice, Stage 2 : Les Bréviaires - Bellegarde",19.,HAIG Jack,0
10/03/2019,"Paris - Nice, Stage 1 : Saint-Germain-en-Laye - Saint-Germain-en-Laye",84.,HAIG Jack,0
24/02/2019,Vuelta a Andalucia / Ruta Del Sol,6.,HAIG Jack,68
24/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 5 : Otura - Alhaurin de la Torre",20.,HAIG Jack,0
23/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 4 : Armilla - Granada",9.,HAIG Jack,0
22/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 3 : Mancha Real - La Guardia de Jaen I.T.T.",6.,HAIG Jack,0
20/02/2019,"Vuelta a Andalucia / Ruta Del Sol, Stage 1 : Sanlucar - Alcala de los Gazules",4.,HAIG Jack,5
10/02/2019,Volta a la Comunitat Valenciana,7.,HAIG Jack,40
9/02/2019,"Volta a la Comunitat Valenciana, Stage 4 : Vila-Real - Alcala-Alcocebre",9.,HAIG Jack,0
8/02/2019,"Volta a la Comunitat Valenciana, Stage 3 : Quart de Poblet - Chera",16.,HAIG Jack,0
6/02/2019,"Volta a la Comunitat Valenciana, Stage 1 : Orihuela I.T.T.",14.,HAIG Jack,0
22/06/2019,"Tour de Slovénie, Stage 4 : Nova Gorica - Ajdovscina",DNS,HAMILTON Lucas,0
2/06/2019,Giro d'Italia,25.,HAMILTON Lucas,54
2/06/2019,"Giro d'Italia, Stage 21 : Verona - Verona I.T.T.",35.,HAMILTON Lucas,0
1/06/2019,"Giro d'Italia, Stage 20 : Feltre - Croce d'Aune/Monte Avena",16.,HAMILTON Lucas,0
31/05/2019,"Giro d'Italia, Stage 19 : Treviso - San Martino di Castrozza",27.,HAMILTON Lucas,0
30/05/2019,"Giro d'Italia, Stage 18 : Valdaora - Santa Maria di Sala",68.,HAMILTON Lucas,0
29/05/2019,"Giro d'Italia, Stage 17 : Commezzadura - Anterselva",27.,HAMILTON Lucas,0
28/05/2019,"Giro d'Italia, Stage 16 : Lovere - Ponte di Legno",17.,HAMILTON Lucas,0
26/05/2019,"Giro d'Italia, Stage 15 : Ivrea - Como",43.,HAMILTON Lucas,0
25/05/2019,"Giro d'Italia, Stage 14 : Saint-Vincent - Courmayeur",52.,HAMILTON Lucas,0
24/05/2019,"Giro d'Italia, Stage 13 : Pinerolo - Ceresole Reale/Lago Serru",25.,HAMILTON Lucas,0
23/05/2019,"Giro d'Italia, Stage 12 : Cuneo - Pinerolo",38.,HAMILTON Lucas,0
22/05/2019,"Giro d'Italia, Stage 11 : Carpi - Novi Ligure",119.,HAMILTON Lucas,0
21/05/2019,"Giro d'Italia, Stage 10 : Ravenna - Modena",119.,HAMILTON Lucas,0
19/05/2019,"Giro d'Italia, Stage 9 : Riccione - San Marino (SMR) I.T.T.",129.,HAMILTON Lucas,0
18/05/2019,"Giro d'Italia, Stage 8 : Tortoredo Lido - Pesaro",117.,HAMILTON Lucas,0
17/05/2019,"Giro d'Italia, Stage 7 : Vasto - L'Aquila",4.,HAMILTON Lucas,15
16/05/2019,"Giro d'Italia, Stage 6 : Cassino - San Giovanni Rotondo",35.,HAMILTON Lucas,0
15/05/2019,"Giro d'Italia, Stage 5 : Frascati - Terracina",155.,HAMILTON Lucas,0
14/05/2019,"Giro d'Italia, Stage 4 : Orbetello - Frascati",59.,HAMILTON Lucas,0
13/05/2019,"Giro d'Italia, Stage 3 : Vinci - Orbetello",70.,HAMILTON Lucas,0
12/05/2019,"Giro d'Italia, Stage 2 : Bologna - Fucecchio",120.,HAMILTON Lucas,0
11/05/2019,"Giro d'Italia, Stage 1 : Bologna - San Luca I.T.T.",34.,HAMILTON Lucas,0
13/04/2019,Itzulia Basque Country,15.,HAMILTON Lucas,32
13/04/2019,"Itzulia Basque Country, Stage 6 : Eibar - Eibar",10.,HAMILTON Lucas,0
12/04/2019,"Itzulia Basque Country, Stage 5 : Arrigorriaga - Arrate",8.,HAMILTON Lucas,1
11/04/2019,"Itzulia Basque Country, Stage 4 : Vitoria-Gasteiz - Arrigorriaga",46.,HAMILTON Lucas,0
10/04/2019,"Itzulia Basque Country, Stage 3 : Sarriguren - Estibaliz",50.,HAMILTON Lucas,0
9/04/2019,"Itzulia Basque Country, Stage 2 : Zumarraga - Gorraiz",75.,HAMILTON Lucas,0
8/04/2019,"Itzulia Basque Country, Stage 1 : Zumarraga - Zumarraga I.T.T.",19.,HAMILTON Lucas,0
6/04/2019,GP Miguel Indurain,39.,HAMILTON Lucas,0
31/03/2019,"Settimana Coppi e Bartali, Stage 5: Fiorano Modenese - Sassuolo",7.,HAMILTON Lucas,0
31/03/2019,Settimana Coppi e Bartali,1.,HAMILTON Lucas,110
30/03/2019,"Settimana Coppi e Bartali, Stage 4 : Crevalcore - Crevalcore",leader,HAMILTON Lucas,6
29/03/2019,"Settimana Coppi e Bartali, Stage 3 : Forli - Forli",leader,HAMILTON Lucas,6
29/03/2019,"Settimana Coppi e Bartali, Stage 3 : Forli - Forli",12.,HAMILTON Lucas,0
28/03/2019,"Settimana Coppi e Bartali, Stage 2 : Riccione - Sogliano al Rubicone",leader,HAMILTON Lucas,6
28/03/2019,"Settimana Coppi e Bartali, Stage 2 : Riccione - Sogliano al Rubicone",2.,HAMILTON Lucas,10
27/03/2019,"Settimana Coppi e Bartali, Stage 1b : Gatteo a Mare - Gatteo T.T.T.",1.,HAMILTON Lucas,5
3/02/2019,Herald Sun Tour,6.,HAMILTON Lucas,45
3/02/2019,"Herald Sun Tour, Stage 5 : Melbourne - Melbourne",20.,HAMILTON Lucas,0
2/02/2019,"Herald Sun Tour, Stage 4 : Cape Schanck - Arthurs Seat",7.,HAMILTON Lucas,0
31/01/2019,"Herald Sun Tour, Stage 2 : Wonthaggi - Churchill",5.,HAMILTON Lucas,0
30/01/2019,"Herald Sun Tour, Stage 1 : Phillip Island - Phillip Island",9.,HAMILTON Lucas,0
27/01/2019,Cadel Evans Great Ocean Road Race,33.,HAMILTON Lucas,5
20/01/2019,Tour Down Under,19.,HAMILTON Lucas,23
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",22.,HAMILTON Lucas,0
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",61.,HAMILTON Lucas,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",17.,HAMILTON Lucas,0
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",38.,HAMILTON Lucas,0
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",85.,HAMILTON Lucas,0
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",36.,HAMILTON Lucas,0
6/01/2019,National Championships Australia (Buninyong) R.R.,8.,HAMILTON Lucas,20
20/01/2019,Tour Down Under,84.0,HAYMAN Mathew,5
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",88.0,HAYMAN Mathew,0
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",123.0,HAYMAN Mathew,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",75.0,HAYMAN Mathew,0
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",75.0,HAYMAN Mathew,0
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",107.0,HAYMAN Mathew,0
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",110.0,HAYMAN Mathew,0
15/07/2019,"Tour de France, Stage 10 : Saint-Flour - Albi",56.,HEPBURN Michael,0
14/07/2019,"Tour de France, Stage 9 : Saint-Étienne - Brioude",94.,HEPBURN Michael,0
13/07/2019,"Tour de France, Stage 8 : Mâcon - Saint-Étienne",143.,HEPBURN Michael,0
12/07/2019,"Tour de France, Stage 7 : Belfort - Chalon-sur-Saône",43.,HEPBURN Michael,0
11/07/2019,"Tour de France, Stage 6 : Mulhouse - La Planche des Belles Filles",148.,HEPBURN Michael,0
10/07/2019,"Tour de France, Stage 5 : Saint-Dié-des-Vosges - Colmar",137.,HEPBURN Michael,0
9/07/2019,"Tour de France, Stage 4 : Reims - Nancy",119.,HEPBURN Michael,0
8/07/2019,"Tour de France, Stage 3 : Binche (BEL) - Epernay",125.,HEPBURN Michael,0
7/07/2019,"Tour de France, Stage 2 : Brussel (BEL) T.T.T.",-,HEPBURN Michael,0
6/07/2019,"Tour de France, Stage 1 : Brussel (BEL) - Brussel (BEL)",45.,HEPBURN Michael,0
21/06/2019,"Tour de Suisse, Stage 7 : Unterterzen - San Gottardo",DNS,HEPBURN Michael,0
20/06/2019,"Tour de Suisse, Stage 6 : Einsiedeln - Flumserberg",129.,HEPBURN Michael,0
19/06/2019,"Tour de Suisse, Stage 5 : Münchenstein - Einsiedeln",116.,HEPBURN Michael,0
18/06/2019,"Tour de Suisse, Stage 4 : Murten - Arlesheim",115.,HEPBURN Michael,0
17/06/2019,"Tour de Suisse, Stage 3 : Flamatt - Murten",108.,HEPBURN Michael,0
16/06/2019,"Tour de Suisse, Stage 2 : Langnau im Emmental - Langnau im Emmental",78.,HEPBURN Michael,0
15/06/2019,"Tour de Suisse, Stage 1 : Langnau im Emmental I.T.T.",11.,HEPBURN Michael,0
9/06/2019,Hammer Series Limburg,9.,HEPBURN Michael,7
9/06/2019,"Hammer Series Limburg, Stage 3 : Sittard, Hammer chase T.T.T.",1.,HEPBURN Michael,5
8/06/2019,"Hammer Series Limburg, Stage 2 : Sittard, Hammer sprint",5.,HEPBURN Michael,0
14/04/2019,Paris - Roubaix,98.,HEPBURN Michael,5
7/04/2019,Ronde van Vlaanderen,DNF,HEPBURN Michael,0
3/04/2019,Dwars door Vlaanderen,95.,HEPBURN Michael,5
31/03/2019,Gent - Wevelgem,DNF,HEPBURN Michael,0
29/03/2019,E3 Harelbeke,94.,HEPBURN Michael,5
27/03/2019,Driedaagse Brugge - De Panne,122.,HEPBURN Michael,5
23/03/2019,Milano - Sanremo,166.,HEPBURN Michael,5
19/03/2019,Tirreno - Adriatico,104.,HEPBURN Michael,5
19/03/2019,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",9.,HEPBURN Michael,0
18/03/2019,"Tirreno - Adriatico, Stage 6 : Matelica - Jesi",94.,HEPBURN Michael,0
17/03/2019,"Tirreno - Adriatico, Stage 5 : Colli al Metauro - Recanti",105.,HEPBURN Michael,0
16/03/2019,"Tirreno - Adriatico, Stage 4 : Foligno - Fossombrone",94.,HEPBURN Michael,0
15/03/2019,"Tirreno - Adriatico, Stage 3 : Pomarance - Foligno",26.,HEPBURN Michael,0
14/03/2019,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",107.,HEPBURN Michael,0
13/03/2019,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",leader,HEPBURN Michael,11
13/03/2019,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",1.,HEPBURN Michael,11
2/03/2019,Omloop Het Nieuwsblad,DNF,HEPBURN Michael,0
20/01/2019,Tour Down Under,65.,HEPBURN Michael,5
20/01/2019,"Tour Down Under, Stage 6 : McLaren Vale - Willunga Hill",82.,HEPBURN Michael,0
19/01/2019,"Tour Down Under, Stage 5 : Glenelg - Strathalbyn",91.,HEPBURN Michael,0
18/01/2019,"Tour Down Under, Stage 4 : Unley - Campbelltown",81.,HEPBURN Michael,0
17/01/2019,"Tour Down Under, Stage 3 : Lobethal - Uraidla",68.,HEPBURN Michael,0
16/01/2019,"Tour Down Under, Stage 2 : Norwood - Angaston",30.,HEPBURN Michael,0
15/01/2019,"Tour Down Under, Stage 1 : Barnsley - Bedale",47.,HEPBURN Michael,0
16/06/2019,Critérium du Dauphiné,30.,HOWSON Damien,6
16/06/2019,"Critérium du Dauphiné, Stage 8 : Cluses - Champéry (SUI)",41.,HOWSON Damien,0
15/06/2019,"Critérium du Dauphiné, Stage 7 : Saint-Genix-les-Villages - Pipay",43.,HOWSON Damien,0
14/06/2019,"Critérium du Dauphiné, Stage 6 : Saint-Vulbas - Saint-Michel-de-Maurienne",42.,HOWSON Damien,0
13/06/2019,"Critérium du Dauphiné, Stage 5 : Boën-sur-Lignon - Voiron",49.,HOWSON Damien,0
12/06/2019,"Critérium du Dauphiné, Stage 4 : Roanne - Roanne I.T.T.",15.,HOWSON Damien,0
11/06/2019,"Critérium du Dauphiné, Stage 3 : Le Puy-en-Velay - Riom",89.,HOWSON Damien,0
10/06/2019,"Critérium du Dauphiné, Stage 2 : Mauriac - Craponne-sur-Arzon",34.,HOWSON Damien,0
9/06/2019,"Critérium du Dauphiné, Stage 1 : Aurillac - Jussac",64.,HOWSON Damien,0
5/05/2019,Tour de Romandie,19.,HOWSON Damien,23
5/05/2019,"Tour de Romandie, Stage 5 : Genève I.T.T.",31.,HOWSON Damien,0
4/05/2019,"Tour de Romandie, Stage 4 : Lucens - Torgon",32.,HOWSON Damien,0
3/05/2019,"Tour de Romandie, Stage 3 : Romont - Romont",10.,HOWSON Damien,0
2/05/2019,"Tour de Romandie, Stage 2 : Le Locles - Morgins",18.,HOWSON Damien,0
1/05/2019,"Tour de Romandie, Stage 1 : Neuchâtel - La-Chaux-de-Fonds",5.,HOWSON Damien,5
