Date,Race,Rank,Rider,CQ
25/02/2018,Kuurne - Brussel - Kuurne,58.,DURBRIDGE Luke,0
24/02/2018,Omloop Het Nieuwsblad,45.,DURBRIDGE Luke,5
5/01/2018,National Championships Australia (Buninyong) I.T.T.,2.,DURBRIDGE Luke,30
16/09/2018,Vuelta a España,155.,EDMONDSON Alexander,15
16/09/2018,"Vuelta a España, Stage 21 : Alcoron - Madrid",94.,EDMONDSON Alexander,0
15/09/2018,"Vuelta a España, Stage 20 : Escaldes-Engordany (AND) - Collada de La Gallina (AND)",145.,EDMONDSON Alexander,0
14/09/2018,"Vuelta a España, Stage 19 : Lleida - Coll de la Rabassa (AND)",141.,EDMONDSON Alexander,0
13/09/2018,"Vuelta a España, Stage 18 : Ejea de los Caballeros - Lleida",63.,EDMONDSON Alexander,0
12/09/2018,"Vuelta a España, Stage 17 : Getxo - Balcon de Bizkaia",161.,EDMONDSON Alexander,0
11/09/2018,"Vuelta a España, Stage 16 : Santillana del Mar - Torrelavega I.T.T.",144.,EDMONDSON Alexander,0
9/09/2018,"Vuelta a España, Stage 15 : Ribera de Arriba - Lagos de Covadonga",162.,EDMONDSON Alexander,0
8/09/2018,"Vuelta a España, Stage 14 : Cistierna - Nava/Alto Les Praeres",143.,EDMONDSON Alexander,0
7/09/2018,"Vuelta a España, Stage 13 : Candas Carreño - Alto de La Camperona",136.,EDMONDSON Alexander,0
6/09/2018,"Vuelta a España, Stage 12 : Mondoñedo - Faro de Estaca de Bares",169.,EDMONDSON Alexander,0
5/09/2018,"Vuelta a España, Stage 11 : Mombuey - Luinta",165.,EDMONDSON Alexander,0
4/09/2018,"Vuelta a España, Stage 10 : Salamanca - Bermillo de Sayago",171.,EDMONDSON Alexander,0
2/09/2018,"Vuelta a España, Stage 9 : Talavera de la Reina - La Covatilla",162.,EDMONDSON Alexander,0
1/09/2018,"Vuelta a España, Stage 8 : Linares - Almaden",132.,EDMONDSON Alexander,0
31/08/2018,"Vuelta a España, Stage 7 : Puerto Lumbreras - Pozo Alcon",155.,EDMONDSON Alexander,0
30/08/2018,"Vuelta a España, Stage 6 : Huercal-Overa - San Javier/Mar Menor",126.,EDMONDSON Alexander,0
29/08/2018,"Vuelta a España, Stage 5 : Granada - Roquetas de Mar",145.,EDMONDSON Alexander,0
28/08/2018,"Vuelta a España, Stage 4 : Velez Malaga - Sierra de la Alfaguara",146.,EDMONDSON Alexander,0
27/08/2018,"Vuelta a España, Stage 3 : Mijas - Alhaurin de la Torre",102.,EDMONDSON Alexander,0
26/08/2018,"Vuelta a España, Stage 2 : Marbella - Caminito del Rey",166.,EDMONDSON Alexander,0
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",32.,EDMONDSON Alexander,0
16/08/2018,"BinckBank Tour, Stage 4 : Blankenberge - Ardooie",DNS,EDMONDSON Alexander,0
15/08/2018,"BinckBank Tour, Stage 3 : Aalter - Antwerpen",138.,EDMONDSON Alexander,0
14/08/2018,"BinckBank Tour, Stage 2 : Venray - Venray I.T.T.",22.,EDMONDSON Alexander,0
13/08/2018,"BinckBank Tour, Stage 1 : Heerenveen - Bolsward",91.,EDMONDSON Alexander,0
10/08/2018,"Tour de Pologne, Stage 7 : Bukowina Tatrzanska - Bukowina Tatrzanska",DNF,EDMONDSON Alexander,0
9/08/2018,"Tour de Pologne, Stage 6 : Zakopane - Bukowina Tatrzanska",103.,EDMONDSON Alexander,0
8/08/2018,"Tour de Pologne, Stage 5 : Kopalina Soli - Bielsko-Biala",117.,EDMONDSON Alexander,0
7/08/2018,"Tour de Pologne, Stage 4 : Jaworzno - Szczyrk",127.,EDMONDSON Alexander,0
6/08/2018,"Tour de Pologne, Stage 3 : Chorzow - Zabrze",150.,EDMONDSON Alexander,0
5/08/2018,"Tour de Pologne, Stage 2 : Tarnowskie Gory - Katowice",75.,EDMONDSON Alexander,0
4/08/2018,"Tour de Pologne, Stage 1 : Krakow - Krakow",142.,EDMONDSON Alexander,0
29/07/2018,Ride London - Surrey Classic,39.,EDMONDSON Alexander,5
10/06/2018,"Critérium du Dauphiné, Stage 7 : Moûtiers - Saint-Gervais-Mont-Blanc",DNF,EDMONDSON Alexander,0
9/06/2018,"Critérium du Dauphiné, Stage 6 : Frontenex - La Rosière",115.,EDMONDSON Alexander,0
8/06/2018,"Critérium du Dauphiné, Stage 5 : Grenoble - Valmorel",131.,EDMONDSON Alexander,0
7/06/2018,"Critérium du Dauphiné, Stage 4 : Chazey-sur-Ain - Lans-en-Vercors",119.,EDMONDSON Alexander,0
6/06/2018,"Critérium du Dauphiné, Stage 3 : Pont-de-Vaux - Louhans-Châteaurenaud T.T.T.",4.,EDMONDSON Alexander,2
5/06/2018,"Critérium du Dauphiné, Stage 2 : Montbrison - Belleville en Beaujolais",133.,EDMONDSON Alexander,0
4/06/2018,"Critérium du Dauphiné, Stage 1 : Valence - Saint-Just-Saint-Rambert",92.,EDMONDSON Alexander,0
3/06/2018,"Critérium du Dauphiné, Prologue : Valence I.T.T.",11.,EDMONDSON Alexander,0
14/04/2018,Commonwealth Games (Currumbin) R.R.,46.,EDMONDSON Alexander,0
8/04/2018,Paris - Roubaix,DNF,EDMONDSON Alexander,0
1/04/2018,Ronde van Vlaanderen,99.,EDMONDSON Alexander,5
28/03/2018,Dwars door Vlaanderen,84.,EDMONDSON Alexander,5
25/03/2018,Gent - Wevelgem,101.,EDMONDSON Alexander,5
23/03/2018,E3 Harelbeke,DNF,EDMONDSON Alexander,0
21/03/2018,Driedaagse De Panne-Koksijde,105.,EDMONDSON Alexander,0
11/03/2018,"Paris - Nice, Stage 8 : Nice - Nice",DNF,EDMONDSON Alexander,0
10/03/2018,"Paris - Nice, Stage 7 : Nice - La Colmiane",104.,EDMONDSON Alexander,0
9/03/2018,"Paris - Nice, Stage 6 : Sisteron - Vence",94.,EDMONDSON Alexander,0
8/03/2018,"Paris - Nice, Stage 5 : Salon-de-Provence - Sisteron",125.,EDMONDSON Alexander,0
7/03/2018,"Paris - Nice, Stage 4 : La Fouillouse - Saint-Étienne I.T.T.",28.,EDMONDSON Alexander,0
6/03/2018,"Paris - Nice, Stage 3 : Bourges - Châtel-Guyon",138.,EDMONDSON Alexander,0
5/03/2018,"Paris - Nice, Stage 2 : Orsonville - Vierzon",118.,EDMONDSON Alexander,0
4/03/2018,"Paris - Nice, Stage 1 : Chatou - Meudon",92.,EDMONDSON Alexander,0
24/02/2018,Omloop Het Nieuwsblad,82.,EDMONDSON Alexander,5
4/02/2018,"Herald Sun Tour, Stage 4 : Kinglake - Kinglake",DNF,EDMONDSON Alexander,0
2/02/2018,"Herald Sun Tour, Stage 2 : Warrnambool - Ballarat",3.,EDMONDSON Alexander,5
31/01/2018,"Herald Sun Tour, Prologue : Melbourne I.T.T.",6.,EDMONDSON Alexander,0
21/01/2018,Tour Down Under,76.,EDMONDSON Alexander,5
21/01/2018,"Tour Down Under, Stage 6 : Adelaide - Adelaide",86.,EDMONDSON Alexander,0
20/01/2018,"Tour Down Under, Stage 5 : McLaren Vale - Williunga Hill",82.,EDMONDSON Alexander,0
19/01/2018,"Tour Down Under, Stage 4 : Norwood - Uraidla",73.,EDMONDSON Alexander,0
18/01/2018,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",7.,EDMONDSON Alexander,2
17/01/2018,"Tour Down Under, Stage 2 : Unley - Stirling",86.,EDMONDSON Alexander,0
16/01/2018,"Tour Down Under, Stage 1 : Port Adelaide - Lyndoch",47.,EDMONDSON Alexander,0
7/01/2018,National Championships Australia (Buninyong) R.R.,1.,EDMONDSON Alexander,100
9/09/2018,Tour of Britain,59.,EWAN Caleb,0
9/09/2018,"Tour of Britain, Stage 8 : London - London",1.,EWAN Caleb,25
6/09/2018,"Tour of Britain, Stage 5 : Cockermouth - Whinlatter Pass T.T.T.",7.,EWAN Caleb,0
4/09/2018,"Tour of Britain, Stage 3 : Bristol - Bristol",12.,EWAN Caleb,0
2/09/2018,"Tour of Britain, Stage 1 : Pembrey - Newport",2.,EWAN Caleb,15
19/08/2018,BinckBank Tour,87.,EWAN Caleb,5
19/08/2018,"BinckBank Tour, Stage 7 : Lacs de l'Eau d'Heure - Geraardsbergen",84.,EWAN Caleb,0
18/08/2018,"BinckBank Tour, Stage 6 : Riemst (BEL) - Sittard",121.,EWAN Caleb,0
17/08/2018,"BinckBank Tour, Stage 5 : Sint-Pieters-Leeuw - Lanaken",5.,EWAN Caleb,4
16/08/2018,"BinckBank Tour, Stage 4 : Blankenberge - Ardooie",2.,EWAN Caleb,22
15/08/2018,"BinckBank Tour, Stage 3 : Aalter - Antwerpen",139.,EWAN Caleb,0
14/08/2018,"BinckBank Tour, Stage 2 : Venray - Venray I.T.T.",129.,EWAN Caleb,0
13/08/2018,"BinckBank Tour, Stage 1 : Heerenveen - Bolsward",3.,EWAN Caleb,14
29/07/2018,Ride London - Surrey Classic,DNF,EWAN Caleb,0
17/06/2018,Tour de Slovénie,142.,EWAN Caleb,0
14/06/2018,"Tour de Slovénie, Stage 2 : Maribor - Rogaska Slatina",3.,EWAN Caleb,5
3/06/2018,Hammer Series Limburg,2.,EWAN Caleb,20
2/06/2018,"Hammer Series Limburg, Stage 2 : Sittard, Hammer sprint",1.,EWAN Caleb,5
1/06/2018,"Hammer Series Limburg, Stage 1 : Vaalserberg, Hammer climb",10.,EWAN Caleb,0
19/05/2018,Tour of California,76.,EWAN Caleb,5
19/05/2018,"Tour of California, Stage 7 : Sacramento - Sacramento",3.,EWAN Caleb,12
18/05/2018,"Tour of California, Stage 6 : Folsom - South Lake Tahoe",111.,EWAN Caleb,0
17/05/2018,"Tour of California, Stage 5 : Stockton - Elk Grove",2.,EWAN Caleb,18
16/05/2018,"Tour of California, Stage 4 : Morgan Hill - Morgan Hill I.T.T.",109.,EWAN Caleb,0
15/05/2018,"Tour of California, Stage 3 : King City - Laguna Seca",3.,EWAN Caleb,12
14/05/2018,"Tour of California, Stage 2 : Ventura - Santa Barbara (Gibraltar Road)",88.,EWAN Caleb,0
13/05/2018,"Tour of California, Stage 1 : Long Beach - Long Beach",2.,EWAN Caleb,18
17/03/2018,Milano - Sanremo,2.,EWAN Caleb,170
11/03/2018,"Tirreno - Adriatico, Stage 5 : Castelraimondo - Filottrano",DNF,EWAN Caleb,0
10/03/2018,"Tirreno - Adriatico, Stage 4 : Foligno - Sarnano/Sassotetto",127.,EWAN Caleb,0
9/03/2018,"Tirreno - Adriatico, Stage 3 : Follonica - Trevi",112.,EWAN Caleb,0
8/03/2018,"Tirreno - Adriatico, Stage 2 : Camaiore - Follonica",11.,EWAN Caleb,0
7/03/2018,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",-,EWAN Caleb,0
25/02/2018,Abu Dhabi Tour,74.,EWAN Caleb,5
25/02/2018,"Abu Dhabi Tour, Stage 5 : Al Ain - Jebel Hafeet",78.,EWAN Caleb,0
24/02/2018,"Abu Dhabi Tour, Stage 4 : Abu Dhabi I.T.T.",118.,EWAN Caleb,0
23/02/2018,"Abu Dhabi Tour, Stage 3 : Abu Dhabi - Abu Dhabi",5.,EWAN Caleb,4
22/02/2018,"Abu Dhabi Tour, Stage 2 : Abu Dhabi - Abu Dhabi",5.,EWAN Caleb,4
21/02/2018,"Abu Dhabi Tour, Stage 1 : Madinat Zayed - Madinat Zayed",3.,EWAN Caleb,12
11/02/2018,Clasica de Almeria,1.,EWAN Caleb,140
21/01/2018,Tour Down Under,77.,EWAN Caleb,5
21/01/2018,"Tour Down Under, Stage 6 : Adelaide - Adelaide",2.,EWAN Caleb,28
20/01/2018,"Tour Down Under, Stage 5 : McLaren Vale - Williunga Hill",92.,EWAN Caleb,0
19/01/2018,"Tour Down Under, Stage 4 : Norwood - Uraidla",75.,EWAN Caleb,0
18/01/2018,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",leader,EWAN Caleb,11
18/01/2018,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",3.,EWAN Caleb,18
17/01/2018,"Tour Down Under, Stage 2 : Unley - Stirling",leader,EWAN Caleb,11
17/01/2018,"Tour Down Under, Stage 2 : Unley - Stirling",1.,EWAN Caleb,45
16/01/2018,"Tour Down Under, Stage 1 : Port Adelaide - Lyndoch",2.,EWAN Caleb,28
14/01/2018,"Tour Down Under, People’s Choice Classic",3.,EWAN Caleb,0
7/01/2018,National Championships Australia (Buninyong) R.R.,4.,EWAN Caleb,40
21/10/2018,Japan Cup,24.,HAIG Jack,5
13/10/2018,Il Lombardia,DNF,HAIG Jack,0
6/10/2018,Giro dell'Emilia,13.,HAIG Jack,15
30/09/2018,World Championships (Innsbruck) R.R.,19.,HAIG Jack,24
16/09/2018,Vuelta a España,19.,HAIG Jack,70
16/09/2018,"Vuelta a España, Stage 21 : Alcoron - Madrid",93.,HAIG Jack,0
15/09/2018,"Vuelta a España, Stage 20 : Escaldes-Engordany (AND) - Collada de La Gallina (AND)",81.,HAIG Jack,0
14/09/2018,"Vuelta a España, Stage 19 : Lleida - Coll de la Rabassa (AND)",30.,HAIG Jack,0
13/09/2018,"Vuelta a España, Stage 18 : Ejea de los Caballeros - Lleida",35.,HAIG Jack,0
12/09/2018,"Vuelta a España, Stage 17 : Getxo - Balcon de Bizkaia",41.,HAIG Jack,0
11/09/2018,"Vuelta a España, Stage 16 : Santillana del Mar - Torrelavega I.T.T.",30.,HAIG Jack,0
9/09/2018,"Vuelta a España, Stage 15 : Ribera de Arriba - Lagos de Covadonga",15.,HAIG Jack,0
8/09/2018,"Vuelta a España, Stage 14 : Cistierna - Nava/Alto Les Praeres",13.,HAIG Jack,0
7/09/2018,"Vuelta a España, Stage 13 : Candas Carreño - Alto de La Camperona",39.,HAIG Jack,0
6/09/2018,"Vuelta a España, Stage 12 : Mondoñedo - Faro de Estaca de Bares",30.,HAIG Jack,0
5/09/2018,"Vuelta a España, Stage 11 : Mombuey - Luinta",21.,HAIG Jack,0
4/09/2018,"Vuelta a España, Stage 10 : Salamanca - Bermillo de Sayago",68.,HAIG Jack,0
2/09/2018,"Vuelta a España, Stage 9 : Talavera de la Reina - La Covatilla",27.,HAIG Jack,0
1/09/2018,"Vuelta a España, Stage 8 : Linares - Almaden",35.,HAIG Jack,0
31/08/2018,"Vuelta a España, Stage 7 : Puerto Lumbreras - Pozo Alcon",23.,HAIG Jack,0
30/08/2018,"Vuelta a España, Stage 6 : Huercal-Overa - San Javier/Mar Menor",16.,HAIG Jack,0
29/08/2018,"Vuelta a España, Stage 5 : Granada - Roquetas de Mar",69.,HAIG Jack,0
28/08/2018,"Vuelta a España, Stage 4 : Velez Malaga - Sierra de la Alfaguara",35.,HAIG Jack,0
27/08/2018,"Vuelta a España, Stage 3 : Mijas - Alhaurin de la Torre",43.,HAIG Jack,0
26/08/2018,"Vuelta a España, Stage 2 : Marbella - Caminito del Rey",11.,HAIG Jack,0
25/08/2018,"Vuelta a España, Stage 1 : Malaga I.T.T.",86.,HAIG Jack,0
12/08/2018,Tour of Utah,3.,HAIG Jack,100
12/08/2018,"Tour of Utah, Stage 6 : Park City - Park City",3.,HAIG Jack,10
11/08/2018,"Tour of Utah, Stage 5 : Canyons Village - Snowbird",5.,HAIG Jack,3
10/08/2018,"Tour of Utah, Stage 4 : Salt Lake City - Salt Lake City",16.,HAIG Jack,0
8/08/2018,"Tour of Utah, Stage 2 : Payson City - Payson City",8.,HAIG Jack,0
6/08/2018,"Tour of Utah, Prologue : Saint George I.T.T.",18.,HAIG Jack,0
17/06/2018,Tour de Suisse,13.,HAIG Jack,48
17/06/2018,"Tour de Suisse, Stage 9 : Bellinzona - Bellinzona I.T.T.",29.,HAIG Jack,0
16/06/2018,"Tour de Suisse, Stage 8 : Bellinzona - Bellinzona",13.,HAIG Jack,0
15/06/2018,"Tour de Suisse, Stage 7 : Eschenbach - Arosa",23.,HAIG Jack,0
14/06/2018,"Tour de Suisse, Stage 6 : Fiesch - Gommiswald",11.,HAIG Jack,0
13/06/2018,"Tour de Suisse, Stage 5 : Gstaad - Leukerbad",12.,HAIG Jack,0
12/06/2018,"Tour de Suisse, Stage 4 : Gansingen - Gstaad",20.,HAIG Jack,0
11/06/2018,"Tour de Suisse, Stage 3 : Oberstammheim - Gansingen",23.,HAIG Jack,0
10/06/2018,"Tour de Suisse, Stage 2 : Frauenfeld - Frauenfeld",37.,HAIG Jack,0
9/06/2018,"Tour de Suisse, Stage 1 : Frauenfeld T.T.T.",5.,HAIG Jack,1
27/05/2018,Giro d'Italia,36.,HAIG Jack,32
27/05/2018,"Giro d'Italia, Stage 21 : Roma - Roma",13.,HAIG Jack,0
26/05/2018,"Giro d'Italia, Stage 20 : Susa - Cervinia",55.,HAIG Jack,0
25/05/2018,"Giro d'Italia, Stage 19 : Venaria Reale - Bardonecchia/Jafferau",85.,HAIG Jack,0
24/05/2018,"Giro d'Italia, Stage 18 : Abbiategrasso - Prato Nevoso",126.,HAIG Jack,0
23/05/2018,"Giro d'Italia, Stage 17 : Riva del Garda - Iseo",92.,HAIG Jack,0
22/05/2018,"Giro d'Italia, Stage 16 : Trento - Rovereto I.T.T.",95.,HAIG Jack,0
20/05/2018,"Giro d'Italia, Stage 15 : Tolmezzo - Sappada",20.,HAIG Jack,0
19/05/2018,"Giro d'Italia, Stage 14 : San Vito al Tagliamento - Monte Zoncolan",23.,HAIG Jack,0
18/05/2018,"Giro d'Italia, Stage 13 : Ferrara - Nervesa della Battaglia",116.,HAIG Jack,0
17/05/2018,"Giro d'Italia, Stage 12 : Osimo - Imola",132.,HAIG Jack,0
16/05/2018,"Giro d'Italia, Stage 11 : Assisi - Osimo",52.,HAIG Jack,0
15/05/2018,"Giro d'Italia, Stage 10 : Penne - Gualdo Tadino",60.,HAIG Jack,0
13/05/2018,"Giro d'Italia, Stage 9 : Pesco Sannita - Gran Sasso d'Italia",32.,HAIG Jack,0
12/05/2018,"Giro d'Italia, Stage 8 : Praia a Mare - Montevergine di Mercogliano",50.,HAIG Jack,0
11/05/2018,"Giro d'Italia, Stage 7 : Pizzo - Praia a Mare",60.,HAIG Jack,0
10/05/2018,"Giro d'Italia, Stage 6 : Caltanissetta - Etna",60.,HAIG Jack,0
9/05/2018,"Giro d'Italia, Stage 5 : Agrigento - Santa Ninfa (Valle del Belice)",43.,HAIG Jack,0
8/05/2018,"Giro d'Italia, Stage 4 : Catania - Caltagirone",45.,HAIG Jack,0
6/05/2018,"Giro d'Italia, Stage 3 : Be'er Sheva (ISR) - Eilat (ISR)",137.,HAIG Jack,0
5/05/2018,"Giro d'Italia, Stage 2 : Tel Aviv (ISR) - Haifa (ISR)",160.,HAIG Jack,0
4/05/2018,"Giro d'Italia, Stage 1 : Jerusalem (ISR) I.T.T.",174.,HAIG Jack,0
22/04/2018,Liège - Bastogne - Liège,14.,HAIG Jack,38
18/04/2018,Flèche Wallonne,34.,HAIG Jack,5
11/04/2018,Brabantse Pijl,77.,HAIG Jack,0
7/04/2018,Itzulia Basque Country,16.,HAIG Jack,29
7/04/2018,"Itzulia Basque Country, Stage 6 : Eibar - Arrate",47.,HAIG Jack,0
6/04/2018,"Itzulia Basque Country, Stage 5 : Vitoria - Gasteiz",11.,HAIG Jack,0
5/04/2018,"Itzulia Basque Country, Stage 4 : Lodosa - Lodosa I.T.T.",27.,HAIG Jack,0
4/04/2018,"Itzulia Basque Country, Stage 3 : Bermeo - Valdegovia",47.,HAIG Jack,0
3/04/2018,"Itzulia Basque Country, Stage 2 : Zarautz - Bermeo",15.,HAIG Jack,0
2/04/2018,"Itzulia Basque Country, Stage 1 : Zarautz - Zarautz",17.,HAIG Jack,0
31/03/2018,GP Miguel Indurain,48.,HAIG Jack,0
25/03/2018,Volta a Catalunya,56.,HAIG Jack,5
25/03/2018,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",72.,HAIG Jack,0
24/03/2018,"Volta a Catalunya, Stage 6 : Pobla de Segur - Torrefarrera",79.,HAIG Jack,0
23/03/2018,"Volta a Catalunya, Stage 5 : Llivia - Vielha",14.,HAIG Jack,0
22/03/2018,"Volta a Catalunya, Stage 4 : Llanars - Alp/La Molina",82.,HAIG Jack,0
21/03/2018,"Volta a Catalunya, Stage 3 : Sant Cugat - Camprodon",43.,HAIG Jack,0
20/03/2018,"Volta a Catalunya, Stage 2 : Mataro - Valls",36.,HAIG Jack,0
19/03/2018,"Volta a Catalunya, Stage 1 : Calella - Calella",40.,HAIG Jack,0
4/03/2018,GP Industria & Artigianato - Larciano,56.,HAIG Jack,0
3/03/2018,Strade Bianche,DNF,HAIG Jack,0
21/10/2018,Tour of Guangxi,79.,HAMILTON Lucas,5
21/10/2018,"Tour of Guangxi, Stage 6 : Guilin - Guilin",75.,HAMILTON Lucas,0
20/10/2018,"Tour of Guangxi, Stage 5 : Liuzhou - Guilin",102.,HAMILTON Lucas,0
19/10/2018,"Tour of Guangxi, Stage 4 : Nanning - Mashan Nongla",77.,HAMILTON Lucas,0
18/10/2018,"Tour of Guangxi, Stage 3 : Nanning - Nanning",55.,HAMILTON Lucas,0
17/10/2018,"Tour of Guangxi, Stage 2 : Beihai - Qinzhou",31.,HAMILTON Lucas,0
16/10/2018,"Tour of Guangxi, Stage 1 : Beihai - Beihai",50.,HAMILTON Lucas,0
14/10/2018,Hammer Series Hong Kong,1.,HAMILTON Lucas,27
14/10/2018,"Hammer Series Hong Kong, Stage 2 : Hong Kong, Hammer chase T.T.T.",3.,HAMILTON Lucas,1
9/10/2018,Tre Valli Varesine,81.,HAMILTON Lucas,0
4/09/2018,"Tour of Britain, Stage 3 : Bristol - Bristol",DNS,HAMILTON Lucas,0
19/08/2018,Colorado Classic,33.,HAMILTON Lucas,5
19/08/2018,"Colorado Classic, Stage 4 : Denver, circuit race",12.,HAMILTON Lucas,0
18/08/2018,"Colorado Classic, Stage 3 : Denver - Denver",6.,HAMILTON Lucas,0
12/08/2018,Tour of Utah,81.,HAMILTON Lucas,0
25/07/2018,Prueba Villafranca - Ordiziako Klasika,25.,HAMILTON Lucas,0
10/06/2018,Critérium du Dauphiné,47.,HAMILTON Lucas,5
10/06/2018,"Critérium du Dauphiné, Stage 7 : Moûtiers - Saint-Gervais-Mont-Blanc",52.,HAMILTON Lucas,0
9/06/2018,"Critérium du Dauphiné, Stage 6 : Frontenex - La Rosière",31.,HAMILTON Lucas,0
8/06/2018,"Critérium du Dauphiné, Stage 5 : Grenoble - Valmorel",42.,HAMILTON Lucas,0
7/06/2018,"Critérium du Dauphiné, Stage 4 : Chazey-sur-Ain - Lans-en-Vercors",118.,HAMILTON Lucas,0
6/06/2018,"Critérium du Dauphiné, Stage 3 : Pont-de-Vaux - Louhans-Châteaurenaud T.T.T.",4.,HAMILTON Lucas,2
5/06/2018,"Critérium du Dauphiné, Stage 2 : Montbrison - Belleville en Beaujolais",48.,HAMILTON Lucas,0
4/06/2018,"Critérium du Dauphiné, Stage 1 : Valence - Saint-Just-Saint-Rambert",63.,HAMILTON Lucas,0
3/06/2018,"Critérium du Dauphiné, Prologue : Valence I.T.T.",49.,HAMILTON Lucas,0
27/05/2018,Hammer Series Stavanger,1.,HAMILTON Lucas,27
27/05/2018,"Hammer Series Stavanger, Stage 3 : Stavanger, Hammer chase T.T.T.",1.,HAMILTON Lucas,5
26/05/2018,"Hammer Series Stavanger, Stage 2 : Stavanger, Hammer sprint",1.,HAMILTON Lucas,5
25/05/2018,"Hammer Series Stavanger, Stage 1 : Sandness, Hammer climb",1.,HAMILTON Lucas,5
24/05/2018,Tour des Fjords,41.,HAMILTON Lucas,5
29/04/2018,Tour de Romandie,28.,HAMILTON Lucas,8
29/04/2018,"Tour de Romandie, Stage 5 : Mont-sur-Rolle - Genève",33.,HAMILTON Lucas,0
28/04/2018,"Tour de Romandie, Stage 4 : Sion - Sion",14.,HAMILTON Lucas,0
27/04/2018,"Tour de Romandie, Stage 3 : Ollon - Villars I.T.T.",56.,HAMILTON Lucas,0
26/04/2018,"Tour de Romandie, Stage 2 : Delémont - Yverdon-les-Bains",67.,HAMILTON Lucas,0
25/04/2018,"Tour de Romandie, Stage 1 : Fribourg - Delémont",55.,HAMILTON Lucas,0
24/04/2018,"Tour de Romandie, Prologue : Fribourg I.T.T.",41.,HAMILTON Lucas,0
18/04/2018,Flèche Wallonne,DNF,HAMILTON Lucas,0
7/04/2018,Itzulia Basque Country,61.,HAMILTON Lucas,5
7/04/2018,"Itzulia Basque Country, Stage 6 : Eibar - Arrate",28.,HAMILTON Lucas,0
6/04/2018,"Itzulia Basque Country, Stage 5 : Vitoria - Gasteiz",122.,HAMILTON Lucas,0
5/04/2018,"Itzulia Basque Country, Stage 4 : Lodosa - Lodosa I.T.T.",25.,HAMILTON Lucas,0
4/04/2018,"Itzulia Basque Country, Stage 3 : Bermeo - Valdegovia",80.,HAMILTON Lucas,0
3/04/2018,"Itzulia Basque Country, Stage 2 : Zarautz - Bermeo",61.,HAMILTON Lucas,0
2/04/2018,"Itzulia Basque Country, Stage 1 : Zarautz - Zarautz",87.,HAMILTON Lucas,0
31/03/2018,GP Miguel Indurain,68.,HAMILTON Lucas,0
25/03/2018,Settimana Coppi e Bartali,7.,HAMILTON Lucas,40
23/03/2018,"Settimana Coppi e Bartali, Stage 2 : Riccione - Sogliano al Rubicone",8.,HAMILTON Lucas,0
22/03/2018,"Settimana Coppi e Bartali, Stage 1b : Gatteo a Mare - Gatteo T.T.T.",3.,HAMILTON Lucas,1
4/03/2018,GP Industria & Artigianato - Larciano,57.,HAMILTON Lucas,0
24/02/2018,Omloop Het Nieuwsblad,DNF,HAMILTON Lucas,0
4/02/2018,Herald Sun Tour,26.,HAMILTON Lucas,3
3/02/2018,"Herald Sun Tour, Stage 3 : Nagambie - Lake Mountain",11.,HAMILTON Lucas,0
7/01/2018,National Championships Australia (Buninyong) R.R.,28.,HAMILTON Lucas,0
9/09/2018,GP de Montréal,DNF,HAYMAN Mathew,0
7/09/2018,GP de Québec,92.,HAYMAN Mathew,5
18/08/2018,"BinckBank Tour, Stage 6 : Riemst (BEL) - Sittard",DNF,HAYMAN Mathew,0
17/08/2018,"BinckBank Tour, Stage 5 : Sint-Pieters-Leeuw - Lanaken",101.,HAYMAN Mathew,0
16/08/2018,"BinckBank Tour, Stage 4 : Blankenberge - Ardooie",139.,HAYMAN Mathew,0
15/08/2018,"BinckBank Tour, Stage 3 : Aalter - Antwerpen",137.,HAYMAN Mathew,0
14/08/2018,"BinckBank Tour, Stage 2 : Venray - Venray I.T.T.",83.,HAYMAN Mathew,0
13/08/2018,"BinckBank Tour, Stage 1 : Heerenveen - Bolsward",71.,HAYMAN Mathew,0
4/08/2018,Clasica San Sebastian,DNF,HAYMAN Mathew,0
29/07/2018,Tour de France,108.,HAYMAN Mathew,20
29/07/2018,"Tour de France, Stage 21 : Houilles - Paris/Champs-Élysées",19.,HAYMAN Mathew,0
28/07/2018,"Tour de France, Stage 20 : Saint-Pée-sur-Nivelle - Espelette I.T.T.",85.,HAYMAN Mathew,0
27/07/2018,"Tour de France, Stage 19 : Lourdes - Laruns",78.,HAYMAN Mathew,0
26/07/2018,"Tour de France, Stage 18 : Trie-sur-Baïse - Pau",141.,HAYMAN Mathew,0
25/07/2018,"Tour de France, Stage 17 : Bagnères-de-Luchon - Saint-Lary-Soulan/Col du Portet",121.,HAYMAN Mathew,0
24/07/2018,"Tour de France, Stage 16 : Carcassonne - Bagnères-de-Luchon",88.,HAYMAN Mathew,0
22/07/2018,"Tour de France, Stage 15 : Millau - Carcassonne",115.,HAYMAN Mathew,0
21/07/2018,"Tour de France, Stage 14 : Saint-Paul-Trois-Châteaux - Mende (Croix Neuve)",131.,HAYMAN Mathew,0
20/07/2018,"Tour de France, Stage 13 : Bourg d'Oisans - Valence",50.,HAYMAN Mathew,0
