Date,Race,Rank,Rider,CQ
19/05/2017,"Giro d'Italia, Stage 13 : Reggio Emilia - Tortona",117.,HEPBURN Michael,0
18/05/2017,"Giro d'Italia, Stage 12 : Forli - Reggio Emilia",111.,HEPBURN Michael,0
17/05/2017,"Giro d'Italia, Stage 11 : Firenze - Bagno di Romagna",133.,HEPBURN Michael,0
16/05/2017,"Giro d'Italia, Stage 10 : Foligno - Montefalco I.T.T.",13.,HEPBURN Michael,0
14/05/2017,"Giro d'Italia, Stage 9 : Montenero di Bisaccia - Blockhaus",135.,HEPBURN Michael,0
13/05/2017,"Giro d'Italia, Stage 8 : Molfetta - Peschici",150.,HEPBURN Michael,0
12/05/2017,"Giro d'Italia, Stage 7 : Castrovillari - Alberobello",112.,HEPBURN Michael,0
11/05/2017,"Giro d'Italia, Stage 6 : Reggio Calabria - Terme Luigiane",123.,HEPBURN Michael,0
10/05/2017,"Giro d'Italia, Stage 5 : Pedara - Messina",129.,HEPBURN Michael,0
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",122.,HEPBURN Michael,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",68.,HEPBURN Michael,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",105.,HEPBURN Michael,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",140.,HEPBURN Michael,0
16/04/2017,Amstel Gold Race,DNF,HEPBURN Michael,0
2/04/2017,Vuelta a La Rioja,35.,HEPBURN Michael,0
14/03/2017,Tirreno - Adriatico,53.,HEPBURN Michael,5
14/03/2017,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",3.,HEPBURN Michael,18
13/03/2017,"Tirreno - Adriatico, Stage 6 : Ascoli Piceno - Civitanova Marche",86.,HEPBURN Michael,0
12/03/2017,"Tirreno - Adriatico, Stage 5 : Rieti - Fermo",33.,HEPBURN Michael,0
11/03/2017,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Terminillo",75.,HEPBURN Michael,0
10/03/2017,"Tirreno - Adriatico, Stage 3 : Monterotondo Marittimo - Montalto di Castro",106.,HEPBURN Michael,0
9/03/2017,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",103.,HEPBURN Michael,0
8/03/2017,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",5.,HEPBURN Michael,1
5/02/2017,Herald Sun Tour,43.,HEPBURN Michael,0
4/02/2017,"Herald Sun Tour, Stage 3 : Benalla - Nagambie",15.,HEPBURN Michael,0
1/02/2017,"Herald Sun Tour, Prologue : Melbourne I.T.T.",4.,HEPBURN Michael,3
29/01/2017,Cadel Evans Great Ocean Road Race,64.,HEPBURN Michael,5
5/01/2017,National Championships Australia (Buninyong) I.T.T.,4.,HEPBURN Michael,20
7/10/2017,Il Lombardia,99.,HOWSON Damien,5
5/10/2017,Milano - Torino,83.,HOWSON Damien,0
1/10/2017,GP Bruno Beghelli,149.,HOWSON Damien,0
17/09/2017,World Championships (Bergen) T.T.T.,5.,HOWSON Damien,24
25/08/2017,Ötztal Pro Classic,9.,HOWSON Damien,16
18/08/2017,Veenendaal - Veenendaal Classic,100.,HOWSON Damien,0
23/07/2017,Tour de France,88.,HOWSON Damien,20
23/07/2017,"Tour de France, Stage 21 : Montgeron - Paris",77.,HOWSON Damien,0
22/07/2017,"Tour de France, Stage 20 : Marseille - Marseille I.T.T.",47.,HOWSON Damien,0
21/07/2017,"Tour de France, Stage 19 : Embrun - Salon-de-Provence",34.,HOWSON Damien,0
20/07/2017,"Tour de France, Stage 18 : Briançon - Col d'Izoard",66.,HOWSON Damien,0
19/07/2017,"Tour de France, Stage 17 : La Mure - Serre-Chevalier",111.,HOWSON Damien,0
18/07/2017,"Tour de France, Stage 16 : Le Puy-en-Velay - Romans-sur-Eglise",119.,HOWSON Damien,0
16/07/2017,"Tour de France, Stage 15 : Laissac - Le Puy-en-Velay",70.,HOWSON Damien,0
15/07/2017,"Tour de France, Stage 14 : Blagnac - Rodez",140.,HOWSON Damien,0
14/07/2017,"Tour de France, Stage 13 : Saint-Girons - Foix",103.,HOWSON Damien,0
13/07/2017,"Tour de France, Stage 12 : Pau - Peyragudes",74.,HOWSON Damien,0
12/07/2017,"Tour de France, Stage 11 : Eymet - Pau",129.,HOWSON Damien,0
11/07/2017,"Tour de France, Stage 10 : Périgueux - Bergerac",102.,HOWSON Damien,0
9/07/2017,"Tour de France, Stage 9 : Nantua - Chambéry",111.,HOWSON Damien,0
8/07/2017,"Tour de France, Stage 8 : Dole - Station des Rousses",63.,HOWSON Damien,0
7/07/2017,"Tour de France, Stage 7 : Troyes - Nuits-Saint-Georges",171.,HOWSON Damien,0
6/07/2017,"Tour de France, Stage 6 : Vesoul - Troyes",187.,HOWSON Damien,0
5/07/2017,"Tour de France, Stage 5 : Vittel - La Planche des Belles Filles",71.,HOWSON Damien,0
4/07/2017,"Tour de France, Stage 4 : Mondorf-les-Bains (LUX) - Vittel",167.,HOWSON Damien,0
3/07/2017,"Tour de France, Stage 3 : Verviers (BEL) - Longwy",98.,HOWSON Damien,0
2/07/2017,"Tour de France, Stage 2 : Düsseldorf (GER) - Liège (BEL)",120.,HOWSON Damien,0
1/07/2017,"Tour de France, Stage 1 : Düsseldorf (GER) I.T.T.",41.,HOWSON Damien,0
11/06/2017,Critérium du Dauphiné,40.,HOWSON Damien,5
11/06/2017,"Critérium du Dauphiné, Stage 8 : Albertville - Plateau de Solaison",55.,HOWSON Damien,0
10/06/2017,"Critérium du Dauphiné, Stage 7 : Aoste - Alpe d'Huez",26.,HOWSON Damien,0
9/06/2017,"Critérium du Dauphiné, Stage 6 : Villars-les-Dombes - La Motte-Servolex",34.,HOWSON Damien,0
8/06/2017,"Critérium du Dauphiné, Stage 5 : La Tour-de-Salvagny - Mâcon",107.,HOWSON Damien,0
7/06/2017,"Critérium du Dauphiné, Stage 4 : La Tour-du-Pin - Bourgion-Jalieu I.T.T.",21.,HOWSON Damien,0
6/06/2017,"Critérium du Dauphiné, Stage 3 : Le Chambon-sur-Lignon - Tullins",134.,HOWSON Damien,0
5/06/2017,"Critérium du Dauphiné, Stage 2 : Saint-Champond - Arlanc",62.,HOWSON Damien,0
4/06/2017,"Critérium du Dauphiné, Stage 1 : Saint-Etienne - Saint-Etienne",100.,HOWSON Damien,0
30/04/2017,Tour de Romandie,11.,HOWSON Damien,60
30/04/2017,"Tour de Romandie, Stage 5 : Lausanne - Lausanne I.T.T.",15.,HOWSON Damien,0
29/04/2017,"Tour de Romandie, Stage 4 : Domdidier - Leysin",9.,HOWSON Damien,0
28/04/2017,"Tour de Romandie, Stage 3 : Payerne - Payerne",69.,HOWSON Damien,0
27/04/2017,"Tour de Romandie, Stage 2 : Aigle - Bulle",67.,HOWSON Damien,0
26/04/2017,"Tour de Romandie, Stage 1 : Aigle - Champéry",35.,HOWSON Damien,0
25/04/2017,"Tour de Romandie, Prologue : Aigle I.T.T.",20.,HOWSON Damien,0
23/04/2017,Liège - Bastogne - Liège,DNF,HOWSON Damien,0
19/04/2017,Flèche Wallonne,137.,HOWSON Damien,5
2/04/2017,Vuelta a La Rioja,67.,HOWSON Damien,0
1/04/2017,GP Miguel Indurain,9.,HOWSON Damien,16
26/03/2017,Volta a Catalunya,69.,HOWSON Damien,5
26/03/2017,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",99.,HOWSON Damien,0
25/03/2017,"Volta a Catalunya, Stage 6 : Tortosa - Reus",50.,HOWSON Damien,0
24/03/2017,"Volta a Catalunya, Stage 5 : Valls - Tortosa/Lo Tosa",81.,HOWSON Damien,0
23/03/2017,"Volta a Catalunya, Stage 4 : La Seu d'Urgell - Igualada",135.,HOWSON Damien,0
22/03/2017,"Volta a Catalunya, Stage 3 : Mataro - La Molina",89.,HOWSON Damien,0
21/03/2017,"Volta a Catalunya, Stage 2 : Banyoles - Banyoles T.T.T.",5.,HOWSON Damien,1
20/03/2017,"Volta a Catalunya, Stage 1 : Calella - Calella",29.,HOWSON Damien,0
5/03/2017,GP Industria & Artigianato - Larciano,19.,HOWSON Damien,7
5/02/2017,Herald Sun Tour,1.,HOWSON Damien,110
5/02/2017,"Herald Sun Tour, Stage 4 : Kinglake - Kinglake",20.,HOWSON Damien,0
4/02/2017,"Herald Sun Tour, Stage 3 : Benalla - Nagambie",leader,HOWSON Damien,6
3/02/2017,"Herald Sun Tour, Stage 2 : Mount Beauty - Beechworth",leader,HOWSON Damien,6
2/02/2017,"Herald Sun Tour, Stage 1 : Wangaratta - Falls Creek",leader,HOWSON Damien,6
2/02/2017,"Herald Sun Tour, Stage 1 : Wangaratta - Falls Creek",1.,HOWSON Damien,20
1/02/2017,"Herald Sun Tour, Prologue : Melbourne I.T.T.",19.,HOWSON Damien,0
29/01/2017,Cadel Evans Great Ocean Road Race,52.,HOWSON Damien,5
22/01/2017,Tour Down Under,126.,HOWSON Damien,5
22/01/2017,"Tour Down Under, Stage 6 : Adelaide - Adelaide",129.,HOWSON Damien,0
21/01/2017,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",94.,HOWSON Damien,0
20/01/2017,"Tour Down Under, Stage 4 : Norwood - Campbelltown",131.,HOWSON Damien,0
19/01/2017,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",128.,HOWSON Damien,0
18/01/2017,"Tour Down Under, Stage 2 : Stirling - Paracombe",104.,HOWSON Damien,0
17/01/2017,"Tour Down Under, Stage 1 : Unley - Lyndoch",130.,HOWSON Damien,0
8/01/2017,National Championships Australia (Buninyong) R.R.,42.,HOWSON Damien,0
24/09/2017,World Championships (Bergen) R.R.,49.,IMPEY Daryl,10
17/09/2017,World Championships (Bergen) T.T.T.,5.,IMPEY Daryl,24
10/09/2017,GP de Montréal,17.,IMPEY Daryl,19
8/09/2017,GP de Québec,25.,IMPEY Daryl,11
27/08/2017,Bretagne Classic - Ouest-France,28.,IMPEY Daryl,8
20/08/2017,EuroEyes Cyclassics Hamburg,43.,IMPEY Daryl,5
30/07/2017,Ride London - Surrey Classic,73.,IMPEY Daryl,5
23/07/2017,Tour de France,47.,IMPEY Daryl,24
23/07/2017,"Tour de France, Stage 21 : Montgeron - Paris",105.,IMPEY Daryl,0
22/07/2017,"Tour de France, Stage 20 : Marseille - Marseille I.T.T.",5.,IMPEY Daryl,15
21/07/2017,"Tour de France, Stage 19 : Embrun - Salon-de-Provence",37.,IMPEY Daryl,0
20/07/2017,"Tour de France, Stage 18 : Briançon - Col d'Izoard",36.,IMPEY Daryl,0
19/07/2017,"Tour de France, Stage 17 : La Mure - Serre-Chevalier",33.,IMPEY Daryl,0
18/07/2017,"Tour de France, Stage 16 : Le Puy-en-Velay - Romans-sur-Eglise",32.,IMPEY Daryl,0
16/07/2017,"Tour de France, Stage 15 : Laissac - Le Puy-en-Velay",54.,IMPEY Daryl,0
15/07/2017,"Tour de France, Stage 14 : Blagnac - Rodez",32.,IMPEY Daryl,0
14/07/2017,"Tour de France, Stage 13 : Saint-Girons - Foix",81.,IMPEY Daryl,0
13/07/2017,"Tour de France, Stage 12 : Pau - Peyragudes",78.,IMPEY Daryl,0
12/07/2017,"Tour de France, Stage 11 : Eymet - Pau",105.,IMPEY Daryl,0
11/07/2017,"Tour de France, Stage 10 : Périgueux - Bergerac",41.,IMPEY Daryl,0
9/07/2017,"Tour de France, Stage 9 : Nantua - Chambéry",87.,IMPEY Daryl,0
8/07/2017,"Tour de France, Stage 8 : Dole - Station des Rousses",113.,IMPEY Daryl,0
7/07/2017,"Tour de France, Stage 7 : Troyes - Nuits-Saint-Georges",26.,IMPEY Daryl,0
6/07/2017,"Tour de France, Stage 6 : Vesoul - Troyes",57.,IMPEY Daryl,0
5/07/2017,"Tour de France, Stage 5 : Vittel - La Planche des Belles Filles",72.,IMPEY Daryl,0
4/07/2017,"Tour de France, Stage 4 : Mondorf-les-Bains (LUX) - Vittel",38.,IMPEY Daryl,0
3/07/2017,"Tour de France, Stage 3 : Verviers (BEL) - Longwy",55.,IMPEY Daryl,0
2/07/2017,"Tour de France, Stage 2 : Düsseldorf (GER) - Liège (BEL)",67.,IMPEY Daryl,0
1/07/2017,"Tour de France, Stage 1 : Düsseldorf (GER) I.T.T.",14.,IMPEY Daryl,0
11/06/2017,Critérium du Dauphiné,72.,IMPEY Daryl,5
11/06/2017,"Critérium du Dauphiné, Stage 8 : Albertville - Plateau de Solaison",43.,IMPEY Daryl,0
10/06/2017,"Critérium du Dauphiné, Stage 7 : Aoste - Alpe d'Huez",97.,IMPEY Daryl,0
9/06/2017,"Critérium du Dauphiné, Stage 6 : Villars-les-Dombes - La Motte-Servolex",80.,IMPEY Daryl,0
8/06/2017,"Critérium du Dauphiné, Stage 5 : La Tour-de-Salvagny - Mâcon",108.,IMPEY Daryl,0
7/06/2017,"Critérium du Dauphiné, Stage 4 : La Tour-du-Pin - Bourgion-Jalieu I.T.T.",13.,IMPEY Daryl,0
6/06/2017,"Critérium du Dauphiné, Stage 3 : Le Chambon-sur-Lignon - Tullins",148.,IMPEY Daryl,0
5/06/2017,"Critérium du Dauphiné, Stage 2 : Saint-Champond - Arlanc",131.,IMPEY Daryl,0
4/06/2017,"Critérium du Dauphiné, Stage 1 : Saint-Etienne - Saint-Etienne",101.,IMPEY Daryl,0
23/04/2017,Liège - Bastogne - Liège,DNF,IMPEY Daryl,0
19/04/2017,Flèche Wallonne,133.,IMPEY Daryl,5
16/04/2017,Amstel Gold Race,18.,IMPEY Daryl,18
12/04/2017,Brabantse Pijl,49.,IMPEY Daryl,0
26/03/2017,Volta a Catalunya,44.,IMPEY Daryl,5
26/03/2017,"Volta a Catalunya, Stage 7 : Barcelona - Barcelona",50.,IMPEY Daryl,0
25/03/2017,"Volta a Catalunya, Stage 6 : Tortosa - Reus",1.,IMPEY Daryl,35
24/03/2017,"Volta a Catalunya, Stage 5 : Valls - Tortosa/Lo Tosa",104.,IMPEY Daryl,0
23/03/2017,"Volta a Catalunya, Stage 4 : La Seu d'Urgell - Igualada",3.,IMPEY Daryl,14
22/03/2017,"Volta a Catalunya, Stage 3 : Mataro - La Molina",97.,IMPEY Daryl,0
21/03/2017,"Volta a Catalunya, Stage 2 : Banyoles - Banyoles T.T.T.",5.,IMPEY Daryl,1
20/03/2017,"Volta a Catalunya, Stage 1 : Calella - Calella",7.,IMPEY Daryl,2
18/03/2017,Milano - Sanremo,27.,IMPEY Daryl,10
14/03/2017,Tirreno - Adriatico,55.,IMPEY Daryl,5
14/03/2017,"Tirreno - Adriatico, Stage 7 : San Benedetto del Tronto I.T.T.",32.,IMPEY Daryl,0
13/03/2017,"Tirreno - Adriatico, Stage 6 : Ascoli Piceno - Civitanova Marche",85.,IMPEY Daryl,0
12/03/2017,"Tirreno - Adriatico, Stage 5 : Rieti - Fermo",60.,IMPEY Daryl,0
11/03/2017,"Tirreno - Adriatico, Stage 4 : Montalto di Castro - Terminillo",72.,IMPEY Daryl,0
10/03/2017,"Tirreno - Adriatico, Stage 3 : Monterotondo Marittimo - Montalto di Castro",83.,IMPEY Daryl,0
9/03/2017,"Tirreno - Adriatico, Stage 2 : Camaiore - Pomarance",94.,IMPEY Daryl,0
8/03/2017,"Tirreno - Adriatico, Stage 1 : Lido di Camaiore T.T.T.",5.,IMPEY Daryl,1
9/02/2017,National Championships South Africa (Wellington) I.T.T.,1.,IMPEY Daryl,15
22/01/2017,Tour Down Under,42.,IMPEY Daryl,5
22/01/2017,"Tour Down Under, Stage 6 : Adelaide - Adelaide",52.,IMPEY Daryl,0
21/01/2017,"Tour Down Under, Stage 5 : McLaren-Vale - Willunga Hill",56.,IMPEY Daryl,0
20/01/2017,"Tour Down Under, Stage 4 : Norwood - Campbelltown",92.,IMPEY Daryl,0
19/01/2017,"Tour Down Under, Stage 3 : Glenelg - Victor Harbour",123.,IMPEY Daryl,0
18/01/2017,"Tour Down Under, Stage 2 : Stirling - Paracombe",42.,IMPEY Daryl,0
17/01/2017,"Tour Down Under, Stage 1 : Unley - Lyndoch",52.,IMPEY Daryl,0
24/10/2017,Tour of Guangxi,60.,JUUL JENSEN Christopher,5
24/10/2017,"Tour of Guangxi, Stage 6 : Guilin - Guilin",105.,JUUL JENSEN Christopher,0
23/10/2017,"Tour of Guangxi, Stage 5 : Liuzhou - Guilin",77.,JUUL JENSEN Christopher,0
22/10/2017,"Tour of Guangxi, Stage 4 : Nanning - Mashan Nongla",64.,JUUL JENSEN Christopher,0
21/10/2017,"Tour of Guangxi, Stage 3 : Nanning - Nanning",68.,JUUL JENSEN Christopher,0
20/10/2017,"Tour of Guangxi, Stage 2 : Qinzhou - Nanning",61.,JUUL JENSEN Christopher,0
19/10/2017,"Tour of Guangxi, Stage 1 : Beihai - Beihai",95.,JUUL JENSEN Christopher,0
7/10/2017,Il Lombardia,82.,JUUL JENSEN Christopher,5
5/10/2017,Milano - Torino,92.,JUUL JENSEN Christopher,0
3/10/2017,Tre Valli Varesine,98.,JUUL JENSEN Christopher,0
1/10/2017,GP Bruno Beghelli,102.,JUUL JENSEN Christopher,0
24/09/2017,World Championships (Bergen) R.R.,76.,JUUL JENSEN Christopher,10
10/09/2017,Vuelta a España,107.,JUUL JENSEN Christopher,15
10/09/2017,"Vuelta a España, Stage 21 : Arroyomolinos - Madrid",145.,JUUL JENSEN Christopher,0
9/09/2017,"Vuelta a España, Stage 20 : Corvera de Asturias - Alto de l'Angliru",55.,JUUL JENSEN Christopher,0
8/09/2017,"Vuelta a España, Stage 19 : Caso - Gijon",142.,JUUL JENSEN Christopher,0
7/09/2017,"Vuelta a España, Stage 18 : Suances - Santo Toribio de Liebana",115.,JUUL JENSEN Christopher,0
6/09/2017,"Vuelta a España, Stage 17 : Villadiego - Alto de los Machucos",87.,JUUL JENSEN Christopher,0
5/09/2017,"Vuelta a España, Stage 16 : Los Arcos - Logroño I.T.T.",101.,JUUL JENSEN Christopher,0
3/09/2017,"Vuelta a España, Stage 15 : Alcala la Real - Sierra Nevada/Alto Hoya de la Mora",76.,JUUL JENSEN Christopher,0
2/09/2017,"Vuelta a España, Stage 14 : Ecija - Sierra de la Pandera",145.,JUUL JENSEN Christopher,0
1/09/2017,"Vuelta a España, Stage 13 : Coin - Tomares",157.,JUUL JENSEN Christopher,0
31/08/2017,"Vuelta a España, Stage 12 : Motril - Antequera",140.,JUUL JENSEN Christopher,0
30/08/2017,"Vuelta a España, Stage 11 : Lorca - Calar Alto",123.,JUUL JENSEN Christopher,0
29/08/2017,"Vuelta a España, Stage 10 : Caravaca de la Cruz - Alhama de Murcia",134.,JUUL JENSEN Christopher,0
27/08/2017,"Vuelta a España, Stage 9 : Orihuela-Costa - Cumbre del Sol",107.,JUUL JENSEN Christopher,0
26/08/2017,"Vuelta a España, Stage 8 : Hellin - Xorret de Cati",120.,JUUL JENSEN Christopher,0
25/08/2017,"Vuelta a España, Stage 7 : Lliria - Cuenca",76.,JUUL JENSEN Christopher,0
24/08/2017,"Vuelta a España, Stage 6 : Vilarreal - Port de Sagunt",118.,JUUL JENSEN Christopher,0
23/08/2017,"Vuelta a España, Stage 5 : Benicassim - Alcossebremat",181.,JUUL JENSEN Christopher,0
22/08/2017,"Vuelta a España, Stage 4 : Escaldes-Engordany (AND) - Tarragona",107.,JUUL JENSEN Christopher,0
21/08/2017,"Vuelta a España, Stage 3 : Prades - Andorra la Vella (AND)",107.,JUUL JENSEN Christopher,0
20/08/2017,"Vuelta a España, Stage 2 : Nîmes (FRA) - Gruissan (FRA)",127.,JUUL JENSEN Christopher,0
19/08/2017,"Vuelta a España, Stage 1 : Nîmes (FRA) T.T.T.",-,JUUL JENSEN Christopher,0
6/08/2017,European Championships (Herning) R.R.,111.,JUUL JENSEN Christopher,0
29/07/2017,Clasica San Sebastian,DNF,JUUL JENSEN Christopher,0
25/07/2017,Prueba Villafranca - Ordiziako Klasika,23.,JUUL JENSEN Christopher,0
25/06/2017,National Championships Denmark (Grindsted) R.R.,5.,JUUL JENSEN Christopher,20
22/06/2017,National Championships Denmark (Billund) I.T.T.,9.,JUUL JENSEN Christopher,2
18/06/2017,Tour de Slovénie,32.,JUUL JENSEN Christopher,0
28/05/2017,Giro d'Italia,109.,JUUL JENSEN Christopher,15
28/05/2017,"Giro d'Italia, Stage 21 : Monza - Milano I.T.T.",53.,JUUL JENSEN Christopher,0
27/05/2017,"Giro d'Italia, Stage 20 : Pordenone - Asiago",68.,JUUL JENSEN Christopher,0
26/05/2017,"Giro d'Italia, Stage 19 : San Candido - Piancavallo",156.,JUUL JENSEN Christopher,0
25/05/2017,"Giro d'Italia, Stage 18 : Moena - Ortisei",103.,JUUL JENSEN Christopher,0
24/05/2017,"Giro d'Italia, Stage 17 : Tirano - Canazei",125.,JUUL JENSEN Christopher,0
23/05/2017,"Giro d'Italia, Stage 16 : Rovetta - Bormio",127.,JUUL JENSEN Christopher,0
21/05/2017,"Giro d'Italia, Stage 15 : Valdengo - Bergamo",161.,JUUL JENSEN Christopher,0
20/05/2017,"Giro d'Italia, Stage 14 : Castellania - Oropa",119.,JUUL JENSEN Christopher,0
19/05/2017,"Giro d'Italia, Stage 13 : Reggio Emilia - Tortona",130.,JUUL JENSEN Christopher,0
18/05/2017,"Giro d'Italia, Stage 12 : Forli - Reggio Emilia",184.,JUUL JENSEN Christopher,0
17/05/2017,"Giro d'Italia, Stage 11 : Firenze - Bagno di Romagna",91.,JUUL JENSEN Christopher,0
16/05/2017,"Giro d'Italia, Stage 10 : Foligno - Montefalco I.T.T.",70.,JUUL JENSEN Christopher,0
14/05/2017,"Giro d'Italia, Stage 9 : Montenero di Bisaccia - Blockhaus",148.,JUUL JENSEN Christopher,0
13/05/2017,"Giro d'Italia, Stage 8 : Molfetta - Peschici",165.,JUUL JENSEN Christopher,0
12/05/2017,"Giro d'Italia, Stage 7 : Castrovillari - Alberobello",183.,JUUL JENSEN Christopher,0
11/05/2017,"Giro d'Italia, Stage 6 : Reggio Calabria - Terme Luigiane",109.,JUUL JENSEN Christopher,0
10/05/2017,"Giro d'Italia, Stage 5 : Pedara - Messina",186.,JUUL JENSEN Christopher,0
9/05/2017,"Giro d'Italia, Stage 4 : Cefalu - Etna",113.,JUUL JENSEN Christopher,0
7/05/2017,"Giro d'Italia, Stage 3 : Tortoli - Cagliari",108.,JUUL JENSEN Christopher,0
6/05/2017,"Giro d'Italia, Stage 2 : Olbia - Tortoli",117.,JUUL JENSEN Christopher,0
5/05/2017,"Giro d'Italia, Stage 1 : Alghero - Olbia",58.,JUUL JENSEN Christopher,0
23/04/2017,Liège - Bastogne - Liège,DNF,JUUL JENSEN Christopher,0
19/04/2017,Flèche Wallonne,130.,JUUL JENSEN Christopher,5
16/04/2017,Amstel Gold Race,22.,JUUL JENSEN Christopher,14
12/04/2017,Brabantse Pijl,6.,JUUL JENSEN Christopher,48
28/03/2017,"Driedaagse De Panne-Koksijde, Stage 1 : De Panne - Zottegem",DNF,JUUL JENSEN Christopher,0
26/03/2017,Gent - Wevelgem,47.,JUUL JENSEN Christopher,5
24/03/2017,E3 Harelbeke,58.,JUUL JENSEN Christopher,5
22/03/2017,Dwars door Vlaanderen,74.,JUUL JENSEN Christopher,5
12/03/2017,Paris - Nice,65.,JUUL JENSEN Christopher,5
12/03/2017,"Paris - Nice, Stage 8 : Nice - Nice",70.,JUUL JENSEN Christopher,0
11/03/2017,"Paris - Nice, Stage 7 : Nice - Col de la Couillole",56.,JUUL JENSEN Christopher,0
10/03/2017,"Paris - Nice, Stage 6 : Aubagne - Fayence",55.,JUUL JENSEN Christopher,0
9/03/2017,"Paris - Nice, Stage 5 : Quincié-en-Beaujolais - Bourg-de-Péage",123.,JUUL JENSEN Christopher,0
8/03/2017,"Paris - Nice, Stage 4 : Beaujeu - Mont-Brouilly I.T.T.",88.,JUUL JENSEN Christopher,0
7/03/2017,"Paris - Nice, Stage 3 : Chablis - Chalon-sur-Saône",79.,JUUL JENSEN Christopher,0
6/03/2017,"Paris - Nice, Stage 2 : Rochefort-en-Yvelines - Amilly",134.,JUUL JENSEN Christopher,0
5/03/2017,"Paris - Nice, Stage 1 : Bois-d’Arcy - Bois-d’Arcy",144.,JUUL JENSEN Christopher,0
4/03/2017,Strade Bianche,7.,JUUL JENSEN Christopher,54
26/02/2017,Kuurne - Brussel - Kuurne,73.,JUUL JENSEN Christopher,0
25/02/2017,Omloop Het Nieuwsblad,49.,JUUL JENSEN Christopher,5
12/02/2017,Clasica de Almeria,96.,JUUL JENSEN Christopher,0
11/02/2017,Vuelta a Murcia,7.,JUUL JENSEN Christopher,24
5/02/2017,Volta a la Comunitat Valenciana,25.,JUUL JENSEN Christopher,4
1/02/2017,"Volta a la Comunitat Valenciana, Stage 1 : Playa de la Glea - Orihuela T.T.T.",10.,JUUL JENSEN Christopher,0
24/10/2017,Tour of Guangxi,26.,KEUKELEIRE Jens,9
24/10/2017,"Tour of Guangxi, Stage 6 : Guilin - Guilin",77.,KEUKELEIRE Jens,0
23/10/2017,"Tour of Guangxi, Stage 5 : Liuzhou - Guilin",68.,KEUKELEIRE Jens,0
22/10/2017,"Tour of Guangxi, Stage 4 : Nanning - Mashan Nongla",26.,KEUKELEIRE Jens,0
21/10/2017,"Tour of Guangxi, Stage 3 : Nanning - Nanning",90.,KEUKELEIRE Jens,0
20/10/2017,"Tour of Guangxi, Stage 2 : Qinzhou - Nanning",88.,KEUKELEIRE Jens,0
19/10/2017,"Tour of Guangxi, Stage 1 : Beihai - Beihai",62.,KEUKELEIRE Jens,0
7/10/2017,Il Lombardia,97.,KEUKELEIRE Jens,5
3/10/2017,Tre Valli Varesine,24.,KEUKELEIRE Jens,5
1/10/2017,GP Bruno Beghelli,67.,KEUKELEIRE Jens,0
24/09/2017,World Championships (Bergen) R.R.,87.,KEUKELEIRE Jens,10
10/09/2017,GP de Montréal,23.,KEUKELEIRE Jens,13
8/09/2017,GP de Québec,33.,KEUKELEIRE Jens,5
13/08/2017,BinckBank Tour,13.,KEUKELEIRE Jens,40
13/08/2017,"BinckBank Tour, Stage 7 : Essen - Geraardsbergen",24.,KEUKELEIRE Jens,0
12/08/2017,"BinckBank Tour, Stage 6 : Riemst - Houffalize",22.,KEUKELEIRE Jens,0
11/08/2017,"BinckBank Tour, Stage 5 : Sittard - Sittard",15.,KEUKELEIRE Jens,0
10/08/2017,"BinckBank Tour, Stage 4 : Riemst - Lanaken",51.,KEUKELEIRE Jens,0
9/08/2017,"BinckBank Tour, Stage 3 : Blankenberge - Ardooie",57.,KEUKELEIRE Jens,0
8/08/2017,"BinckBank Tour, Stage 2 : Voorburg - Voorburg I.T.T.",32.,KEUKELEIRE Jens,0
7/08/2017,"BinckBank Tour, Stage 1 : Breda - Venray",71.,KEUKELEIRE Jens,0
6/08/2017,European Championships (Herning) R.R.,92.,KEUKELEIRE Jens,0
29/07/2017,Clasica San Sebastian,35.,KEUKELEIRE Jens,5
23/07/2017,Tour de France,59.,KEUKELEIRE Jens,20
23/07/2017,"Tour de France, Stage 21 : Montgeron - Paris",36.,KEUKELEIRE Jens,0
22/07/2017,"Tour de France, Stage 20 : Marseille - Marseille I.T.T.",76.,KEUKELEIRE Jens,0
21/07/2017,"Tour de France, Stage 19 : Embrun - Salon-de-Provence",3.,KEUKELEIRE Jens,35
20/07/2017,"Tour de France, Stage 18 : Briançon - Col d'Izoard",73.,KEUKELEIRE Jens,0
19/07/2017,"Tour de France, Stage 17 : La Mure - Serre-Chevalier",117.,KEUKELEIRE Jens,0
18/07/2017,"Tour de France, Stage 16 : Le Puy-en-Velay - Romans-sur-Eglise",6.,KEUKELEIRE Jens,10
16/07/2017,"Tour de France, Stage 15 : Laissac - Le Puy-en-Velay",66.,KEUKELEIRE Jens,0
