team,Rider,Date of birth,rank_start,point_start,rank_end,point_end,Comments,Country
AST,KUDUS Merhawi Gebremedhin,23/01/1994,245.0,279.0,116.0,524.0,,ERI
AST,LOPEZ MORENO Miguel Angel,04/02/1994,11.0,1601.0,13.0,1461.0,,COL
AST,LUTSENKO Alexey,07/09/1992,76.0,667.0,61.0,788.0,,KAZ
AST,NATAROV Yuriy,28/12/1996,1385.0,27.0,1488.0,21.0,,KAZ
AST,SANCHEZ GIL Luis Leon,24/11/1983,42.0,909.0,50.0,880.0,,ESP
AST,STALNOV Nikita,14/09/1991,628.0,106.0,846.0,73.0,,KAZ
AST,VILLELLA Davide,27/06/1991,233.0,286.0,182.0,355.0,,ITA
AST,ZAKHAROV Artyom,27/10/1991,903.0,62.0,1050.0,50.0,,KAZ
AST,ZEITS Andrey,14/12/1986,445.0,163.0,464.0,153.0,,KAZ
TBM,AGNOLI Valerio,06/01/1985,1454.0,23.0,1169.0,40.0,,ITA
TBM,ARASHIRO Yukiya,22/09/1984,402.0,179.0,1259.0,33.0,,JPN
TBM,BAUHAUS Phil,08/07/1994,359.0,196.0,527.0,136.0,,GER
TBM,BOLE Grega,13/08/1985,254.0,268.0,427.0,166.0,,SLO
TBM,CARUSO Damiano,12/10/1987,75.0,676.0,143.0,447.0,,ITA
TBM,COLBRELLI Sonny,17/05/1990,21.0,1174.0,55.0,815.0,,ITA
TBM,DENNIS Rohan,28/05/1990,30.0,1048.0,36.0,1006.0,,AUS
TBM,FENG Chun Kai,02/11/1988,1144.0,41.0,776.0,82.0,,TPE
TBM,GARCIA CORTINA Ivan,20/11/1995,480.0,153.0,241.0,288.0,,ESP
TBM,GAROSIO Andrea,12/06/1993,2356.0,6.0,1159.0,41.0,,ITA
TBM,HAUSSLER Heinrich,25/02/1984,624.0,108.0,497.0,144.0,,AUS
TBM,KOREN Kristijan,25/11/1986,710.0,91.0,897.0,66.0,,SLO
TBM,MOHORIC Matej,19/10/1994,35.0,1013.0,52.0,859.0,,SLO
TBM,NIBALI Antonio,23/09/1992,825.0,71.0,1136.0,43.0,,ITA
TBM,NIBALI Vincenzo,14/11/1984,71.0,693.0,29.0,1114.0,,ITA
TBM,NOVAK Domen,12/07/1995,597.0,115.0,608.0,116.0,,SLO
TBM,PADUN Mark,06/07/1996,368.0,191.0,841.0,74.0,,UKR
TBM,PERNSTEINER Hermann,07/08/1990,174.0,368.0,452.0,157.0,,AUT
TBM,PIBERNIK Luka,23/10/1993,626.0,107.0,822.0,76.0,,SLO
TBM,POZZOVIVO Domenico,30/11/1982,23.0,1146.0,67.0,766.0,,ITA
TBM,SIEBERG Marcel,30/04/1982,719.0,89.0,989.0,55.0,,GER
TBM,TEUNS Dylan,01/03/1992,41.0,911.0,32.0,1051.0,,BEL
TBM,TRATNIK Jan,23/02/1990,98.0,567.0,264.0,264.0,,SLO
TBM,WANG Meiyin,26/12/1988,1191.0,38.0,1933.0,10.0,,CHN
TBM,WILLIAMS Stephen,09/06/1996,897.0,63.0,2520.0,5.0,,GBR
BOH,ACKERMANN Pascal,17/01/1994,18.0,1275.0,6.0,1751.0,,GER
BOH,ARCHBOLD Shane,02/02/1989,924.0,60.0,1128.0,43.0,Contract from 15/04,NZL
BOH,BASKA Erik,12/01/1994,666.0,100.0,614.0,115.0,,SVK
BOH,BENEDETTI Cesare,03/08/1987,539.0,131.0,346.0,209.0,,ITA
BOH,BENNETT Sam,16/10/1990,59.0,790.0,98.0,570.0,,IRL
BOH,BODNAR Maciej,07/03/1985,337.0,212.0,369.0,195.0,,POL
BOH,BUCHMANN Emanuel,18/11/1992,73.0,679.0,37.0,984.0,,GER
BOH,BURGHARDT Marcus,30/06/1983,425.0,170.0,435.0,162.0,,GER
BOH,DRUCKER Jempy,03/09/1986,123.0,478.0,236.0,292.0,,LUX
BOH,FORMOLO Davide,25/10/1992,70.0,698.0,60.0,790.0,,ITA
BOH,GATTO Oscar,01/01/1985,753.0,81.0,916.0,64.0,,ITA
BOH,GROSSSCHARTNER Felix,23/12/1993,109.0,530.0,58.0,803.0,,AUT
BOH,KENNAUGH Peter,15/06/1989,275.0,249.0,299.0,238.0,Contract until 5/04,GBR
BOH,KÖNIG Leopold,15/11/1987,,,,,,CZE
BOH,KONRAD Patrick,13/10/1991,55.0,807.0,54.0,831.0,,AUT
BOH,MAJKA Rafal,12/09/1989,60.0,790.0,49.0,886.0,,POL
BOH,MCCARTHY Jay,08/09/1992,138.0,441.0,337.0,212.0,,AUS
BOH,MÜHLBERGER Gregor,04/04/1994,199.0,327.0,227.0,300.0,,AUT
BOH,OSS Daniel,13/01/1987,403.0,178.0,557.0,127.0,,ITA
BOH,PFINGSTEN Christoph,20/11/1987,495.0,146.0,417.0,172.0,,GER
BOH,POLJANSKI Pawel,06/05/1990,725.0,88.0,871.0,70.0,,POL
BOH,PÖSTLBERGER Lukas,10/01/1992,536.0,133.0,447.0,159.0,,AUT
BOH,SAGAN Juraj,23/12/1988,605.0,112.0,689.0,98.0,,SVK
BOH,SAGAN Peter,26/01/1990,2.0,2278.0,7.0,1710.0,,SVK
BOH,SCHACHMANN Maximilian,09/01/1994,62.0,777.0,14.0,1446.0,,GER
BOH,SCHILLINGER Andreas,13/07/1983,441.0,165.0,280.0,251.0,,GER
BOH,SCHWARZMANN Michael,07/01/1991,800.0,75.0,516.0,139.0,,GER
BOH,SELIG Rüdiger,19/02/1989,585.0,117.0,270.0,261.0,,GER
CPT,ANTUNES Amaro Manuel Reposo,27/11/1990,357.0,196.0,551.0,130.0,,POR
CPT,BARTA William,04/01/1996,1295.0,32.0,1890.0,11.0,,USA
CPT,BERNAS Pawel,24/05/1990,550.0,126.0,530.0,135.0,,POL
CPT,BEVIN Patrick,15/02/1991,153.0,400.0,117.0,521.0,,NZL
CPT,CERNY Josef,11/05/1993,184.0,347.0,413.0,175.0,,CZE
CPT,DE LA PARTE GONZALEZ Victor,22/06/1986,783.0,77.0,410.0,176.0,,ESP
CPT,DE MARCHI Alessandro,19/05/1986,146.0,418.0,102.0,562.0,,ITA
CPT,GESCHKE Simon,13/03/1986,419.0,172.0,403.0,180.0,,GER
CPT,GRADEK Kamil,17/09/1990,392.0,181.0,684.0,99.0,,POL
CPT,KOCH Jonas,25/06/1993,260.0,265.0,363.0,198.0,,GER
CPT,MARECZKO Jakub,30/04/1994,231.0,289.0,312.0,225.0,,ITA
CPT,OWSIAN Lukasz,24/02/1990,193.0,334.0,420.0,170.0,,POL
CPT,PAUWELS Serge,21/11/1983,314.0,227.0,843.0,73.0,,BEL
CPT,ROSSKOPF Joey,05/09/1989,358.0,196.0,395.0,181.0,,USA
CPT,SAJNOK Szymon,24/08/1997,360.0,196.0,297.0,240.0,,POL
CPT,SCHÄR Michael,29/09/1986,394.0,180.0,377.0,190.0,,SUI
CPT,TEN DAM Laurens,13/11/1980,765.0,79.0,1062.0,49.0,,NED
CPT,VAN AVERMAET Greg,17/05/1985,10.0,1639.0,8.0,1615.0,,BEL
CPT,VAN HOECKE Gijs,12/11/1991,649.0,103.0,553.0,129.0,,BEL
CPT,VAN HOOYDONCK Nathan,12/10/1995,346.0,207.0,425.0,168.0,,BEL
CPT,VAN KEIRSBULCK Guillaume,14/02/1991,324.0,223.0,324.0,219.0,,BEL
CPT,VENTOSO ALBERDI Francisco Jose,06/05/1982,969.0,55.0,1102.0,45.0,,ESP
CPT,WISNIOWSKI Lukasz,07/12/1991,397.0,180.0,724.0,91.0,,POL
CPT,ZOIDL Riccardo,08/04/1988,201.0,321.0,222.0,300.0,,AUT
DQT,ALAPHILIPPE Julian,11/06/1992,5.0,2085.0,1.0,2618.0,,FRA
DQT,ASGREEN Kasper,08/02/1995,310.0,229.0,78.0,666.0,,DEN
DQT,CAPECCHI Eros,13/06/1986,653.0,102.0,666.0,103.0,,ITA
DQT,CAVAGNA Rémi,10/08/1995,220.0,298.0,291.0,241.0,,FRA
DQT,DECLERCQ Tim,21/03/1989,818.0,72.0,803.0,79.0,,BEL
DQT,DEVENYNS Dries,22/07/1983,157.0,396.0,286.0,245.0,,BEL
DQT,EVENEPOEL Remco,25/01/2000,,,138.0,462.0,,BEL
DQT,GILBERT Philippe,05/07/1982,38.0,949.0,48.0,890.0,,BEL
DQT,HODEG CHAGUI Alvaro Jose,16/09/1996,101.0,558.0,130.0,473.0,,COL
DQT,HONORE Mikkel Frølich,21/01/1997,794.0,76.0,905.0,66.0,,DEN
DQT,JAKOBSEN Fabio,31/08/1996,63.0,777.0,47.0,902.0,,NED
DQT,JUNGELS Bob,22/09/1992,40.0,917.0,39.0,972.0,,LUX
DQT,KEISSE Iljo,21/12/1982,1052.0,48.0,1301.0,30.0,,BEL
DQT,KNOX James,04/11/1995,443.0,165.0,300.0,238.0,,GBR
DQT,LAMPAERT Yves,10/04/1991,56.0,804.0,44.0,924.0,,BEL
DQT,MARTINELLI Davide,31/05/1993,447.0,163.0,460.0,154.0,,ITA
DQT,MAS NICOLAU Enric,07/01/1995,45.0,897.0,56.0,812.0,,ESP
DQT,MØRKØV CHRISTENSEN Michael,30/04/1985,274.0,252.0,196.0,336.0,,DEN
DQT,RICHEZE ARAQUISTAIN Maximiliano Ariel,07/03/1983,270.0,255.0,521.0,138.0,,ARG
DQT,SABATINI Fabio,18/02/1985,803.0,74.0,774.0,82.0,,ITA
DQT,SENECHAL Florian,10/07/1993,149.0,411.0,111.0,527.0,,FRA
DQT,SERRY Pieter,21/11/1988,133.0,449.0,207.0,322.0,,BEL
DQT,STYBAR Zdenek,11/12/1985,69.0,724.0,38.0,983.0,,CZE
DQT,VAKOC Petr,11/07/1992,,,691.0,98.0,,CZE
DQT,VIVIANI Elia,07/02/1989,4.0,2186.0,11.0,1513.0,,ITA
EF1,BENNETT Sean,31/03/1996,658.0,101.0,818.0,77.0,,USA
EF1,BETTIOL Alberto,29/10/1993,1033.0,50.0,74.0,709.0,,ITA
EF1,BRESCHEL Matti,31/08/1984,475.0,154.0,716.0,92.0,,DEN
EF1,BROWN Nathan,07/07/1991,824.0,71.0,839.0,74.0,,USA
EF1,CAICEDO CEPEDA Jonathan Klever,28/04/1993,347.0,207.0,997.0,55.0,,ECU
EF1,CARTHY Hugh,09/07/1994,163.0,390.0,79.0,657.0,,GBR
EF1,CLARKE Simon,18/07/1986,287.0,242.0,91.0,586.0,,AUS
EF1,CRADDOCK Lawson,20/02/1992,504.0,143.0,750.0,86.0,,USA
EF1,DOCKER Mitchell,02/10/1986,826.0,70.0,794.0,80.0,,AUS
EF1,DOMBROWSKI Joseph Lloyd,12/05/1991,404.0,177.0,183.0,354.0,,USA
EF1,HIGUITA GARCIA Sergio Andres,01/08/1997,577.0,119.0,125.0,498.0,Contract from 1/05,COL
EF1,HOFLAND Moreno,31/08/1991,569.0,120.0,510.0,141.0,,NED
EF1,HOWES Alex,01/01/1988,1100.0,44.0,830.0,75.0,,USA
EF1,KANGERT Tanel,11/03/1987,243.0,279.0,219.0,306.0,,EST
EF1,LANGEVELD Sebastian,17/01/1985,533.0,133.0,185.0,345.0,,NED
EF1,MARTINEZ POVEDA Daniel Felipe,25/04/1996,122.0,496.0,141.0,449.0,,COL
EF1,MCLAY Daniel,03/01/1992,726.0,88.0,566.0,125.0,,GBR
EF1,MODOLO Sacha,19/06/1987,162.0,391.0,488.0,146.0,,ITA
EF1,MORTON Lachlan,02/01/1992,1149.0,41.0,1083.0,47.0,,AUS
EF1,OWEN Logan,25/03/1995,1540.0,20.0,1278.0,32.0,,USA
EF1,PHINNEY Taylor,27/06/1990,497.0,145.0,1129.0,43.0,,USA
EF1,SCULLY Tom,14/01/1990,1067.0,47.0,563.0,125.0,,NZL
EF1,URAN URAN Rigoberto,26/01/1987,36.0,984.0,53.0,832.0,,COL
EF1,VAN DEN BERG Julius,23/10/1996,613.0,111.0,761.0,85.0,,NED
EF1,VAN GARDEREN Tejay,12/08/1988,103.0,550.0,101.0,567.0,,USA
EF1,VANMARCKE Sep,28/07/1988,86.0,600.0,175.0,364.0,,BEL
EF1,WHELAN James,11/07/1996,887.0,64.0,1347.0,28.0,,AUS
EF1,WOODS Michael,12/10/1986,48.0,868.0,31.0,1067.0,,CAN
GFC,ARMIRAIL Bruno,11/04/1994,843.0,69.0,944.0,61.0,,FRA
GFC,BONNET William,25/06/1982,2425.0,5.0,1674.0,15.0,,FRA
GFC,DELAGE Mickaël,06/08/1985,1080.0,45.0,852.0,72.0,,FRA
GFC,DEMARE Arnaud,26/08/1991,16.0,1336.0,24.0,1194.0,,FRA
GFC,DUCHESNE Antoine,12/09/1991,743.0,83.0,953.0,60.0,,CAN
GFC,FRANKINY Kilian,26/01/1994,520.0,138.0,444.0,160.0,,SUI
GFC,GAUDU David,10/10/1996,219.0,299.0,75.0,683.0,,FRA
GFC,GENIETS Kévin,09/01/1997,,,451.0,157.0,Contract from 28/03,LUX
GFC,GUARNIERI Jacopo,14/08/1987,847.0,68.0,801.0,79.0,,ITA
GFC,HOELGAARD Daniel,01/07/1993,603.0,113.0,1343.0,28.0,,NOR
GFC,KONOVALOVAS Ignatas,08/12/1985,808.0,73.0,809.0,78.0,,LTU
GFC,KÜNG Stefan,16/11/1993,141.0,437.0,134.0,465.0,,SUI
GFC,LADAGNOUS Matthieu,12/12/1984,506.0,142.0,793.0,80.0,,FRA
GFC,LE GAC Olivier,27/08/1993,312.0,228.0,472.0,152.0,,FRA
GFC,LUDVIGSSON Tobias,22/02/1991,766.0,79.0,331.0,215.0,,SWE
GFC,MADOUAS Valentin,12/07/1996,100.0,561.0,65.0,770.0,,FRA
GFC,MOLARD Rudy,17/09/1989,80.0,617.0,122.0,509.0,,FRA
GFC,MORABITO Steve,30/01/1983,594.0,115.0,682.0,99.0,,SUI
GFC,PINOT Thibaut,29/05/1990,9.0,1696.0,4.0,1879.0,,FRA
GFC,PREIDLER Georg,17/06/1990,227.0,292.0,517.0,139.0,Contract until 4/03,AUT
GFC,REICHENBACH Sébastien,28/05/1989,202.0,319.0,220.0,305.0,,SUI
GFC,ROUX Anthony,18/04/1987,116.0,511.0,184.0,350.0,,FRA
GFC,SARREAU Marc,10/06/1993,155.0,399.0,127.0,496.0,,FRA
GFC,SCOTSON Miles,18/01/1994,630.0,106.0,891.0,67.0,,AUS
GFC,SEIGLE Romain,11/10/1994,524.0,137.0,958.0,60.0,,FRA
GFC,SINKELDAM Ramon,09/02/1989,338.0,212.0,374.0,192.0,,NED
GFC,THOMAS Benjamin,12/09/1995,651.0,103.0,473.0,152.0,,FRA
GFC,VAUGRENARD Benoît,05/01/1982,770.0,78.0,,,,FRA
GFC,VINCENT Léo,06/11/1995,787.0,77.0,1174.0,40.0,,FRA
LTS,ARMEE Sander,10/12/1985,970.0,55.0,584.0,120.0,,BEL
LTS,BENOOT Tiesj,11/03/1994,37.0,961.0,80.0,655.0,,BEL
LTS,BLYTHE Adam,01/10/1989,244.0,279.0,1144.0,42.0,,GBR
LTS,BYRIEL IVERSEN Rasmus,16/09/1997,,,1366.0,26.0,,DEN
LTS,CAMPENAERTS Victor,28/10/1991,142.0,434.0,72.0,717.0,,BEL
LTS,DE BUYST Jasper,24/11/1993,301.0,233.0,247.0,281.0,,BEL
LTS,DE GENDT Thomas,06/11/1986,144.0,426.0,146.0,431.0,,BEL
LTS,DEWULF Stan,20/12/1997,659.0,101.0,836.0,75.0,,BEL
LTS,EWAN Caleb,11/07/1994,64.0,776.0,70.0,746.0,,AUS
LTS,FRISON Frederik,28/07/1992,415.0,174.0,494.0,145.0,,BEL
LTS,HAGEN Carl Fredrik,26/09/1991,278.0,249.0,277.0,256.0,,NOR
LTS,HANSEN Adam,11/05/1981,779.0,77.0,717.0,92.0,,AUS
LTS,KEUKELEIRE Jens,23/11/1988,181.0,351.0,148.0,430.0,,BEL
LTS,KLUGE Roger,05/02/1986,526.0,135.0,719.0,92.0,,GER
LTS,LAMBRECHT Bjorg,02/04/1997,190.0,337.0,135.0,465.0,,BEL
LTS,MAES Nikolas,09/04/1986,661.0,100.0,908.0,65.0,,BEL
LTS,MARCZYNSKI Tomasz,06/03/1984,1040.0,49.0,869.0,70.0,,POL
LTS,MERTZ Rémy,17/07/1995,700.0,94.0,878.0,69.0,,BEL
LTS,MONFORT Maxime,14/01/1983,599.0,114.0,704.0,95.0,,BEL
LTS,NAESEN Lawrence,28/08/1992,1020.0,51.0,317.0,224.0,,BEL
LTS,THIJSSEN Gerben,21/06/1998,1869.0,13.0,1164.0,41.0,Contract from 1/07,BEL
LTS,VAN DER SANDE Tosh,28/11/1990,722.0,89.0,876.0,69.0,,BEL
LTS,VAN GOETHEM Brian,16/04/1991,864.0,66.0,1133.0,43.0,,NED
LTS,VAN MOER Brent,12/01/1998,1097.0,45.0,799.0,80.0,Contract from 6/06,BEL
LTS,VANENDERT Jelle,19/02/1985,143.0,432.0,593.0,119.0,,BEL
LTS,VANHOUCKE Harm,17/06/1997,1247.0,35.0,1196.0,38.0,,BEL
LTS,WALLAYS Jelle,11/05/1989,308.0,229.0,387.0,185.0,,BEL
LTS,WELLENS Tim,10/05/1991,12.0,1567.0,15.0,1414.0,,BEL
LTS,WOUTERS Enzo,21/03/1996,1010.0,52.0,746.0,88.0,,BEL
MTS,AFFINI Edoardo,24/06/1996,1155.0,41.0,321.0,222.0,,ITA
MTS,ALBASINI Michael,20/12/1980,203.0,317.0,496.0,144.0,,SUI
MTS,BAUER Jack,07/04/1985,507.0,142.0,607.0,116.0,,NZL
MTS,BEWLEY Sam,22/07/1987,982.0,54.0,1126.0,43.0,,NZL
MTS,BOOKWALTER Brent,16/02/1984,242.0,280.0,402.0,180.0,,USA
MTS,CHAVES RUBIO Jhoan Esteban,17/01/1990,262.0,263.0,314.0,224.0,,COL
MTS,DURBRIDGE Luke,09/04/1991,449.0,162.0,347.0,209.0,,AUS
MTS,EDMONDSON Alexander,22/12/1993,478.0,154.0,926.0,63.0,,AUS
MTS,GRMAY Tsgabu Gebremaryam,25/08/1991,535.0,133.0,880.0,68.0,,ETH
MTS,HAIG Jack,06/09/1993,166.0,385.0,115.0,525.0,,AUS
MTS,HAMILTON Lucas,12/02/1996,490.0,149.0,172.0,376.0,,AUS
MTS,HAYMAN Mathew,20/04/1978,616.0,110.0,1297.0,30.0,Contract until 21/01,AUS
MTS,HEPBURN Michael,17/08/1991,562.0,121.0,564.0,125.0,,AUS
MTS,HOWSON Damien,13/08/1992,288.0,242.0,249.0,279.0,,AUS
MTS,IMPEY Daryl,06/12/1984,33.0,1018.0,69.0,751.0,,RSA
MTS,JUUL JENSEN Christopher,06/07/1989,305.0,230.0,454.0,156.0,,DEN
MTS,MEYER Cameron,11/01/1988,210.0,313.0,295.0,240.0,,AUS
MTS,MEZGEC Luka,27/06/1988,349.0,204.0,192.0,340.0,,SLO
MTS,NIEVE ITURRALDE Mikel,26/05/1984,169.0,382.0,147.0,431.0,,ESP
MTS,SCHULTZ Nicholas,13/09/1994,608.0,112.0,279.0,253.0,,AUS
MTS,SCOTSON Callum,10/08/1996,2272.0,7.0,1150.0,42.0,,AUS
MTS,SMITH Dion,03/03/1993,189.0,337.0,316.0,224.0,,NZL
MTS,STANNARD Robert,16/09/1998,421.0,172.0,489.0,146.0,,AUS
MTS,TRENTIN Matteo,02/08/1989,91.0,581.0,41.0,958.0,,ITA
MTS,YATES Adam,07/08/1992,50.0,854.0,20.0,1252.0,,GBR
MTS,YATES Simon,07/08/1992,3.0,2261.0,10.0,1565.0,,GBR
MOV,AMADOR BIKKAZAKOVA Andrey,29/08/1986,251.0,272.0,606.0,116.0,,CRC
MOV,ANACONA GOMEZ Winner Andrew,11/08/1988,595.0,115.0,181.0,355.0,,COL
MOV,ARCAS PEÑA Jorge,08/07/1992,707.0,92.0,931.0,63.0,,ESP
MOV,BARBERO CUESTA Carlos,29/04/1991,111.0,524.0,129.0,488.0,,ESP
MOV,BENNATI Daniele,24/09/1980,802.0,74.0,673.0,101.0,,ITA
MOV,BETANCUR GOMEZ Carlos Alberto,13/10/1989,375.0,187.0,228.0,299.0,,COL
MOV,CARAPAZ MONTENEGRO Richard Antonio,29/05/1993,52.0,840.0,19.0,1269.0,,ECU
MOV,CARRETERO MILLAN Hector,28/05/1995,955.0,57.0,740.0,89.0,,ESP
MOV,CASTRILLO ZAPATER Jaime,13/03/1996,1175.0,40.0,985.0,56.0,,ESP
MOV,ERVITI OLLO Imanol,15/11/1983,709.0,91.0,727.0,90.0,,ESP
MOV,FERNANDEZ ANDUJAR Ruben,01/03/1991,297.0,234.0,467.0,153.0,,ESP
MOV,LANDA MEANA Mikel,13/12/1989,61.0,779.0,51.0,871.0,,ESP
MOV,MAS BONET Lluis Guillermo,15/10/1989,689.0,96.0,555.0,128.0,,ESP
MOV,OLIVEIRA Nelson Filipe Santos Simoes,06/03/1989,266.0,258.0,231.0,295.0,,POR
MOV,PEDRERO LOPEZ Antonio,23/10/1991,558.0,122.0,646.0,107.0,,ESP
MOV,PRADES REVERTER Eduard,09/08/1987,51.0,846.0,150.0,426.0,,ESP
MOV,QUINTANA ROJAS Nairo Alexander,04/02/1990,25.0,1118.0,35.0,1030.0,,COL
MOV,ROELANDTS Jürgen,02/07/1985,194.0,330.0,448.0,158.0,,BEL
MOV,ROJAS GIL Jose Joaquin,08/06/1985,414.0,174.0,258.0,270.0,,ESP
MOV,SEPULVEDA Eduardo,13/06/1991,699.0,94.0,366.0,196.0,,ARG
MOV,SOLER GIMENEZ Marc,22/11/1993,66.0,767.0,334.0,214.0,,ESP
MOV,SÜTTERLIN Jasha,04/11/1992,366.0,191.0,252.0,277.0,,GER
MOV,VALLS FERRI Rafael,25/06/1987,1116.0,43.0,1047.0,50.0,,ESP
MOV,VALVERDE BELMONTE Alejandro,25/04/1980,1.0,2884.0,3.0,2292.0,,ESP
MOV,VERONA QUINTANILLA Carlos,04/11/1992,221.0,297.0,290.0,241.0,,ESP
TDD,BAK Lars Ytting,16/01/1980,564.0,120.0,867.0,70.0,,DEN
TDD,BOASSON HAGEN Edvald,17/05/1987,72.0,686.0,110.0,530.0,,NOR
TDD,CAVENDISH Mark,21/05/1985,553.0,125.0,921.0,63.0,,GBR
TDD,CUMMINGS Stephen,19/03/1981,1079.0,45.0,828.0,75.0,,GBR
TDD,DAVIES Scott,05/08/1995,703.0,93.0,745.0,88.0,,GBR
TDD,DE BOD Stefan,17/11/1996,963.0,56.0,450.0,157.0,,RSA
TDD,DLAMINI Nicholas,12/08/1995,835.0,70.0,1237.0,35.0,,RSA
TDD,EISEL Bernhard,17/02/1981,1984.0,10.0,1103.0,45.0,,AUT
TDD,GASPAROTTO Enrico,22/03/1982,152.0,406.0,288.0,242.0,,ITA
TDD,GEBREIGZABHIER Amanuel Werkilul,17/08/1994,246.0,279.0,462.0,154.0,,ERI
TDD,GIBBONS Ryan,13/08/1994,692.0,96.0,186.0,345.0,,RSA
TDD,JANSE VAN RENSBURG Jacques,06/09/1987,863.0,66.0,948.0,60.0,,RSA
TDD,JANSE VAN RENSBURG Reinardt,03/02/1989,525.0,136.0,224.0,300.0,,RSA
TDD,KING Benjamin,22/03/1989,217.0,299.0,223.0,300.0,,USA
TDD,KREUZIGER Roman,06/05/1986,90.0,588.0,281.0,250.0,,CZE
TDD,MÄDER Gino,04/01/1997,271.0,255.0,254.0,273.0,,SUI
TDD,MEINTJES Louis,21/02/1992,509.0,141.0,669.0,103.0,,RSA
TDD,NIZZOLO Giacomo,30/01/1989,136.0,444.0,112.0,526.0,,ITA
